gene	mean_diff	cv_FXS_zscore
EMSY	-4.333308333	-0.304004971
EMX1	-3.400466667	2.382889086
EMX2	-1.011058333	2.354581769
ENAH	5.287891667	-0.098886796
ENC1	3.23395	0.075291168
ENDOD1	-0.970116667	-0.090819244
ENDOG	4.22988	0.547159059
ENDOV	-4.6847275	-0.176238455
ENG	8.484166667	0.090729316
ENGASE	3.626741667	2.267897052
ENHO	-8.266240833	-0.845175856
ENKD1	-3.3634225	0.547721835
ENKUR	-8.150725	-1.232594953
ENO1	-4.1370225	0.601640164
ENO2	-5.53	0.092548481
ENO3	-3.501465	0.371316876
ENO4	9.897475	-0.636657068
ENOPH1	-3.100725	-0.488869744
ENOSF1	-2.544433333	-0.407288284
ENOX1	-15.52479833	0.532365935
ENOX2	-6.949425	-1.569737749
ENPEP	-0.5539	0.270265482
ENPP1	1.151480833	0.030268144
ENPP2	0.330031667	1.02970221
ENPP4	3.137708333	-0.602523565
ENPP5	2.538058333	-1.177517331
ENPP6	1.042733333	-0.699638536
ENSA	-1.254173333	0.365509493
ENTPD1	-4.287716667	-1.39536912
ENTPD4	-3.6652575	0.325293366
ENTPD5	0.267575	-0.386398114
ENTPD6	-5.912491667	-0.185823557
ENTPD7	-0.173116667	0.227338547
ENTPD8	-2.088283333	0.730590042
ENTR1	-0.377085	0.682096706
ENY2	3.978035	0.720333505
EOGT	-0.699125	-0.447295788
EOLA1	-4.551291667	-0.704861903
EOLA2	3.636095833	0.708970668
EOMES	-5.9898325	2.231379165
EP300	-9.262095	-0.088016443
EP400	2.906525	-1.129263442
EPAS1	-1.3956	-0.288651669
EPB41	0.717146667	0.383317022
EPB41L1	-1.781695833	-0.06160223
EPB41L2	4.241766667	0.009006968
EPB41L3	7.99365	-1.034191883
EPB41L4A	0.293858333	-1.054905554
EPB41L4B	6.01835	-0.9667353
EPB41L5	-6.483333333	-0.534550346
EPC1	5.003241667	-0.326554122
EPC2	3.337496667	0.508906615
EPCAM	-10.477925	-0.104252129
EPDR1	-2.00235	-0.308145209
EPG5	3.536996667	-0.602766047
EPGN	4.936456667	0.236585947
EPHA1	2.413983333	-0.595688553
EPHA10	-2.325155833	0.290018779
EPHA2	0.320075833	0.711385762
EPHA3	1.292465	-0.071574677
EPHA4	0.582975	-0.788962013
EPHA5	6.6771175	1.828857834
EPHA6	0.454329167	0.3196229
EPHA7	1.3121375	-0.503310047
EPHB1	3.785306667	-0.785106234
EPHB2	-3.7094	0.218785598
EPHB3	-6.111103333	2.449108848
EPHB4	-6.725558333	0.036418026
EPHB6	1.940338333	-0.452153269
EPHX1	4.71765	-0.116237258
EPHX2	-11.834775	-0.911674546
EPHX3	-5.4262125	1.232024702
EPHX4	-0.242166667	-0.800329499
EPM2A	3.75295	-0.303763463
EPM2AIP1	-12.04509167	-1.189636113
EPN1	-4.044031667	0.72433954
EPN2	-8.357816667	-0.106191907
EPN3	-7.104891667	2.109739877
EPOP	-3.701473333	0.916170461
EPOR	-3.053308333	0.546376079
EPPIN	-5.557225	0.894595674
EPPK1	-9.683205833	0.325715044
EPRS1	0.886416667	-0.041559645
EPS15	-0.640266667	-1.061998621
EPS15L1	-3.101958333	0.593124782
EPS8	5.189983333	-1.315357677
EPS8L1	-27.015075	2.490730973
EPS8L2	-8.319991667	-0.447141259
EPX	1.9369	-0.190427261
ERAL1	0.084835833	-0.060411692
ERAP1	-0.54755	-0.087717683
ERAP2	-0.712241667	-0.407950705
ERBB2	-1.239310833	-0.833183013
ERBB3	-2.381125	-0.366552623
ERBB4	5.221291667	-0.306597081
ERBIN	4.270358333	0.050929019
ERC1	1.701286667	-0.163907582
ERC2	7.4997	-0.55579711
ERCC1	-5.3394525	0.478041781
ERCC2	-4.8959	1.300932842
ERCC3	-6.0099	-0.872894854
ERCC4	6.704616667	-0.573344718
ERCC5	6.0449975	2.718118308
ERCC6	-7.517058333	2.441302496
ERCC6L	-21.14115833	-1.557034867
ERCC6L2	4.577841667	-0.543280699
ERCC8	-5.597575	-0.467680047
EREG	-3.443880833	-0.358928864
ERF	2.027691667	1.223816753
ERFE	-1.810466667	1.144949525
ERG28	3.85882	0.80683255
ERGIC1	1.649355	0.772770277
ERGIC2	5.7278	1.811267467
ERGIC3	6.902411667	-1.185704806
ERH	1.588008333	0.260969481
ERI1	-3.345368333	-0.020082989
ERI2	4.191006667	1.015486723
ERI3	-25.76784167	-0.142471304
ERICH1	-0.353716667	0.316218834
ERICH2	-2.356468333	0.723588018
ERLEC1	-0.018846667	-0.219066433
ERLIN1	9.729866667	-0.969054319
ERLIN2	2.588691667	0.194601422
ERMAP	-0.42719	-0.701846553
ERMARD	4.884048333	0.482619307
ERMN	0.714658333	-0.316819669
ERMP1	-9.959383333	-0.13139478
ERN1	3.6409	-0.845630505
ERN2	1.424359167	0.436446363
ERO1A	10.538675	-1.173279597
ERO1B	8.005868333	1.225002663
ERP29	-5.46209	0.596710515
ERP44	-0.337575	-0.601879219
ERRFI1	2.550626667	0.722338437
ERV3-1	-124.047	-0.410776201
ERVFRD-1	-10.503375	-1.22379998
ERVH48-1	-7.260133333	-1.134684569
ERVK3-1	-5.381691667	-1.298324889
ERVMER34-1	5.213008333	-1.169497422
ERVW-1	-6.968158333	0.142401423
ESAM	-10.16558167	1.63091358
ESCO1	2.3129	-0.214508769
ESCO2	3.421608333	-0.601592158
ESD	4.28152	-0.518116899
ESF1	-0.4813	0.792779278
ESPL1	1.352755833	0.542891053
ESPN	-7.457690833	0.990740531
ESPNL	2.5257125	0.895458215
ESR1	-0.390448333	-0.373981928
ESR2	1.775108333	0.197657552
ESRP2	-0.365516667	-0.22179992
ESRRA	-3.461483333	-0.387544904
ESRRB	-1.283319167	0.455674622
ESRRG	5.894691667	-0.520896005
ESS2	-1.334504167	0.743856973
ESYT1	-6.145841667	-0.567580718
ESYT2	-7.597466667	-1.323666503
ESYT3	-3.814266667	0.30003799
ETAA1	4.84005	0.603372108
ETF1	-0.6913725	0.013774853
ETFA	-6.740033333	-0.552460379
ETFB	-30.16774333	0.474221623
ETFBKMT	-10.46620833	-0.328568034
ETFDH	4.058186667	0.667947833
ETFRF1	-1.0015725	0.192705221
ETHE1	-10.03686667	-0.795221012
ETNK1	4.91128	-0.01384705
ETNK2	-3.765783333	-1.01298544
ETNPPL	3.155491667	-0.734425893
ETS1	0.2168	0.200361053
ETS2	5.974008333	0.952492294
ETV1	-9.255366667	-1.328046165
ETV2	-5.558415833	2.535933581
ETV3	0.202433333	-0.12388584
ETV4	-1.877639167	-0.122308951
ETV5	-2.505758333	-0.108209891
ETV6	8.274981667	-0.065139529
EVA1A	-1.224711667	0.46574249
EVA1B	-13.4999775	2.093989593
EVA1C	-7.068666667	-0.315509153
EVC	-17.13579167	-0.4547438
EVC2	-2.284408333	-0.549542282
EVI2A	-6.248424167	0.684979645
EVI2B	4.921808333	-1.670727275
EVI5	3.754083333	-0.832720511
EVI5L	-3.029008333	-0.714176335
EVL	3.053308333	0.485059023
EWSR1	7.519788333	-1.114526777
EXD2	-1.873841667	-1.069546269
EXD3	2.175858333	2.801114088
EXO1	1.256883333	-1.202309843
EXO5	-9.180166667	-1.069823147
EXOC1	12.34270833	-0.296942449
EXOC2	-21.344975	0.273948639
EXOC3	-0.860075	-0.656996776
EXOC3L2	-9.896424167	2.090919131
EXOC4	-6.865083333	-0.734038826
EXOC5	2.425653333	-1.088999722
EXOC6	-24.83991667	-0.221523407
EXOC6B	11.140075	-0.596445814
EXOC7	0.147318333	1.128801318
EXOC8	-3.056958333	-0.862240808
EXOG	7.38397	-0.092152371
EXOSC1	1.673391667	0.449809668
EXOSC10	3.424275	-0.120896083
EXOSC2	-0.296916667	0.058283561
EXOSC3	-6.7713825	-0.455287882
EXOSC4	0.360875	-0.849868717
EXOSC5	0.945806667	0.081954386
EXOSC6	-0.872756667	0.281051503
EXOSC7	0.772891667	0.014053481
EXOSC8	2.119769167	-0.174549432
EXOSC9	-3.0433475	-0.381845255
EXPH5	-1.824375	-0.793054836
EXT1	-2.14565	-0.441806245
EXT2	1.36445	-0.173067458
EXTL1	1.291441667	-0.081508612
EXTL2	-2.608875	0.669937516
EXTL3	-5.569591667	-0.591690688
EYA1	4.862166667	-0.370083803
EYA2	-1.488175	-0.641936311
EYA3	-0.245536667	0.146200242
EYA4	-2.0920025	-0.42578867
EYS	12.07309167	0.723567278
EZH1	1.343345833	0.291000851
EZH2	0.208910833	-0.205748321
EZR	-2.3521625	0.943598346
F10	-5.726391667	1.728868261
F11R	-1.382184167	0.402915945
F12	-2.229325	0.914854825
F2R	1.560975	-0.676919227
F2RL1	-8.498441667	-0.639324936
F2RL2	-4.59515	0.281447672
F2RL3	-5.1186625	0.99191378
F3	5.107766667	-0.864434486
F5	-1.746395	1.19436159
F7	-19.31546667	0.752097776
F8	5.343766667	-1.068083267
F8A1	-1.133165833	-0.389203277
FAAH	1.247958333	-0.050045607
FAAH2	5.980825	-0.887250713
FAAP100	-0.048968333	-0.088003848
FAAP20	-1.7302975	0.913039193
FAAP24	-4.378283333	-0.159309143
FABP2	13.62274167	-0.200158517
FABP3	0.365348333	-0.631345065
FABP5	4.146853333	0.323961578
FABP7	-3.110443333	0.048417247
FADD	-4.3805225	0.566708772
FADS1	1.273260833	0.405837296
FADS2	1.540381667	0.570589823
FADS3	-6.910005833	1.191739573
FADS6	2.005391667	-0.309601047
FAF1	4.281141667	0.879210453
FAF2	-1.691544167	-0.301050345
FAH	-4.333063333	0.739227343
FAHD1	5.490415	-0.088148327
FAHD2A	-1.886150833	-0.087878664
FAHD2B	-1.083033333	0.493852668
FAIM	-6.193016667	-1.369951147
FAIM2	-1.363418333	0.288570616
FAM107A	-25.06353333	-0.666252101
FAM107B	-4.920716667	-1.006656972
FAM110A	0.173808333	-0.189860476
FAM110B	-13.745825	-1.040368112
FAM110C	-0.768296667	0.224151512
FAM110D	-12.09693667	2.603894764
FAM111A	-2.27195	0.718035769
FAM111B	-8.850875	-1.101891723
FAM114A1	-1.412416667	-1.566944015
FAM114A2	0.511983333	-1.497595283
FAM117A	-0.347264167	0.310615272
FAM117B	-1.192675	-0.680249814
FAM118A	-0.792908333	0.032751163
FAM118B	6.59385	-0.555800198
FAM120A	-1.897389167	-0.090034963
FAM120AOS	-25.207725	-0.353066126
FAM120B	-16.64358333	0.611561311
FAM120C	3.442633333	0.267502424
FAM124A	7.165576667	0.213606892
FAM131A	0.492800833	1.222769715
FAM131B	-1.3467	-0.373527521
FAM131C	-0.6983	2.126247971
FAM133A	4.2338175	1.242517723
FAM133B	0.557688333	0.427061567
FAM135A	-1.848566667	-0.788619916
FAM135B	358.9753833	-0.369444145
FAM136A	-0.482383333	0.209257194
FAM13A	-2.9742975	-0.052422805
FAM13B	5.146458333	-0.36281713
FAM13C	-2.992	-1.428336146
FAM149A	-6.187826667	1.033732756
FAM149B1	1.715416667	-1.027036234
FAM151B	-13.82338333	-0.749173469
FAM153A	-1.506698333	1.056624775
FAM156A	-3.328474167	1.212804186
FAM156B	1.441315	0.653358396
FAM161A	-7.7286	-1.250989004
FAM161B	2.059008333	-0.727534786
FAM162A	5.044284167	0.086121981
FAM167A	-4.296058333	-1.104867884
FAM167B	1.129916667	-1.22400948
FAM168A	1.855808333	0.331404539
FAM168B	5.050116667	0.84103784
FAM169A	0.309316667	0.425079555
FAM171A1	-2.079143333	0.222039143
FAM171A2	-0.159578333	1.095228089
FAM171B	-12.60025	-0.55911157
FAM174A	3.804158333	-0.490666934
FAM174B	-6.620575	-1.291029802
FAM174C	-7.059524167	2.076146724
FAM177A1	0.58424	0.077690462
FAM178B	-4.344690833	0.786866002
FAM181A	-1.524100833	-0.086485379
FAM181B	-6.808058333	0.695472697
FAM184A	1.676596667	-0.255984728
FAM184B	1.531491667	-0.025428812
FAM185A	1.153859167	1.912847721
FAM186A	-5.235425	0.00061533
FAM186B	4.8352	-1.16032954
FAM187A	-0.093028333	0.348936178
FAM193A	2.142458333	-0.45229907
FAM193B	1.373534167	0.288426165
FAM199X	3.467128333	0.874114828
FAM200A	-2.9835	-0.122440958
FAM200B	1.022136667	0.588164677
FAM204A	-0.102225	-0.436764886
FAM20A	5.069433333	-0.64235574
FAM20B	0.6344975	-0.313048696
FAM20C	1.573090833	1.043590361
FAM210A	-3.3525425	0.857044587
FAM210B	1.842259167	0.160550601
FAM216A	-1.683116667	-1.072362979
FAM217A	-3.137291667	-0.455137194
FAM217B	2.204583333	-0.057978685
FAM219A	-2.197930833	1.921058529
FAM219B	-4.370741667	-1.036705266
FAM220A	-2.849641667	-0.812842033
FAM221A	2.697125	-1.058034945
FAM221B	6.599133333	-1.156563062
FAM222A	-1.386378333	2.347402688
FAM222B	8.790513333	-0.349089038
FAM227A	9.556316667	-1.08918065
FAM227B	7.444048333	-0.819310576
FAM228B	-18.33908333	-0.499236694
FAM229A	5.9448	-0.425698338
FAM229B	1.182906667	0.935285898
FAM234A	-11.78401667	-0.955638725
FAM234B	4.528016667	-0.78066276
FAM241A	-0.06235	-0.486440929
FAM241B	-5.270006667	0.608641661
FAM24B	3.023033333	-0.6420526
FAM32A	6.451091667	-0.148408701
FAM3A	-4.373525	-1.209059498
FAM3B	-3.827766667	-0.54609826
FAM3C	8.360093333	1.262306312
FAM43A	-1.549766667	-0.696473858
FAM43B	-0.26585	0.839699406
FAM47E	0.633441667	-0.967256831
FAM50A	-3.9186775	0.68325157
FAM50B	-13.97515	-0.914631879
FAM53A	0.347925	0.128858758
FAM53B	4.4749775	-0.171237801
FAM53C	-3.643233333	0.632878076
FAM72A	1.212006667	0.868839275
FAM72B	-1.869095	0.077721561
FAM72C	-1.479813333	1.553825066
FAM72D	-2.422809167	3.914594508
FAM76A	1.242033333	-0.908299764
FAM76B	2.7855575	0.91822779
FAM78A	-6.310068333	0.564860155
FAM81A	-4.30665	-0.599132851
FAM83A	-3.642308333	0.106423931
FAM83B	5.172733333	-0.780453594
FAM83D	-10.7104	0.011708234
FAM83E	2.039716667	0.157477827
FAM83F	-4.623999167	0.833843015
FAM83G	-3.944241667	-0.816329497
FAM83H	-16.736945	0.805958534
FAM86B1	4.243041667	0.300446419
FAM86B2	0.930285833	0.900420493
FAM89A	5.419625	-0.099244675
FAM89B	-2.2060375	-0.066348515
FAM8A1	2.312375	-1.058263211
FAM90A1	-2.735291667	-0.413502739
FAM91A1	5.599664167	1.302558152
FAM98A	4.645395	-0.437573001
FAM98B	5.537658333	-0.984836242
FAM98C	-4.170808333	-0.469386606
FAM9C	-8.239433333	-1.066526836
FAN1	-0.429775	-1.067924501
FANCA	-2.806505	0.236473688
FANCB	4.115884167	0.925165729
FANCC	-10.52000833	-0.906887101
FANCD2	0.622955	0.678755868
FANCD2OS	2.5475625	0.133695161
FANCE	4.457091667	-0.000687839
FANCF	3.066608333	-1.284775675
FANCG	-0.159526667	0.110939699
FANCI	16.809225	0.293543927
FANCL	-3.11485	-0.670671843
FANCM	-1.38613	0.884530273
FANK1	-83.47633333	-1.203831994
FAP	-0.173641667	-0.624243788
FAR1	-2.2205	-0.824801821
FAR2	2.082141667	0.02157443
FARP1	0.321225	-0.951090668
FARP2	-5.082840833	0.247003138
FARS2	-4.099225	-0.764885843
FARSA	-6.631625	-0.092901498
FARSB	3.183301667	-0.018043416
FAS	-0.043203333	-0.053381991
FASN	-5.4460175	1.385616347
FASTK	3.482001667	1.409887417
FASTKD1	0.1958975	0.255582308
FASTKD2	-10.15585	-0.178213718
FASTKD3	2.134933333	0.74593774
FASTKD5	-9.724475	0.00646062
FAT1	-7.051683333	-0.395389774
FAT2	1.680258333	-0.34837952
FAT3	1.693725	-0.22679614
FAT4	0.236741667	0.322751768
FAU	-0.187775	0.088228735
FAXC	-4.58925	-0.110644701
FAXDC2	-2.97315	-0.176101234
FBF1	0.619920833	-0.603590084
FBH1	5.5938	-0.984957167
FBL	2.7770925	1.010404591
FBLIM1	-2.227221667	0.914908372
FBLL1	-5.776733333	-0.469187052
FBLN1	3.946419167	1.779738442
FBLN2	-10.02874917	0.109228773
FBLN7	-6.3045	-0.361090541
FBN1	-4.945808333	-0.630097906
FBN2	-3.501816667	-1.336191836
FBN3	-15.73275833	-0.913393311
FBRS	-2.596695833	0.326157579
FBRSL1	0.237439167	-0.597075381
FBXL12	-26.06430833	-0.191202712
FBXL13	5.034066667	-0.366319579
FBXL14	-6.605175	0.232842959
FBXL15	1.123535	0.970210501
FBXL16	-6.947909167	1.605966576
FBXL17	6.806166667	-1.303399289
FBXL18	-4.582291667	-0.569959631
FBXL19	3.9923675	1.070258719
FBXL2	-1.19665	0.313163587
FBXL20	-1.045285	1.127597163
FBXL22	-0.488696667	-0.626023502
FBXL3	-0.081733333	-0.673794116
FBXL4	13.46585	-0.654856934
FBXL5	-15.1389	-0.903149342
FBXL6	-6.744835833	2.27302116
FBXL7	1.430641667	-0.032202642
FBXO10	-0.446688333	0.643957598
FBXO11	2.291441667	-0.926101869
FBXO15	1.916733333	0.748692954
FBXO16	9.988925	-0.689956495
FBXO17	-4.77595	0.259472551
FBXO2	-10.92813917	0.495669875
FBXO21	-4.581868333	0.194149792
FBXO22	4.873358333	-1.476410071
FBXO24	-3.763601667	0.247277636
FBXO25	0.678025	1.006451512
FBXO27	-11.81551667	-0.862488647
FBXO28	5.678588333	-0.649567614
FBXO3	5.150608333	-1.484855292
FBXO30	-28.59344167	0.2336663
FBXO31	-0.933504167	-0.785571352
FBXO32	-4.368241667	-0.877693555
FBXO33	-6.356508333	-1.103000078
FBXO34	-2.353091667	-0.638001221
FBXO36	3.350358333	-0.589149523
FBXO38	-1.2827325	1.25396944
FBXO4	2.923483333	-0.577474423
FBXO41	-0.441644167	0.575603613
FBXO42	-2.005675	0.476656233
FBXO43	7.651925	-0.571629571
FBXO44	-8.593435833	0.126397764
FBXO45	0.86025	1.121718295
FBXO46	3.053233333	-0.902012687
FBXO48	-3.401238333	0.322504581
FBXO5	-14.691125	-0.040623675
FBXO6	-3.469716667	2.267351569
FBXO7	-3.334343333	0.136698477
FBXO8	7.1300075	1.418507347
FBXO9	0.702055833	-0.197537006
FBXW10	5.808733333	-1.230961657
FBXW10B	-1.519408333	-1.005907296
FBXW11	3.288793333	0.269424915
FBXW12	-9.771316667	0.306821456
FBXW2	7.719836667	1.357363627
FBXW4	0.550675	-0.744076271
FBXW5	-12.36711333	2.711512384
FBXW7	0.100486667	-0.900766014
FBXW8	-7.10425	-0.846058652
FBXW9	-4.205494167	0.254097014
FCF1	-3.992315833	2.146497988
FCGR2A	5.998366667	-0.319425414
FCGRT	-1.903561667	-0.512401387
FCHO1	-2.712641667	0.333470182
FCHO2	8.892533333	-0.873992693
FCHSD1	-4.429769167	0.347840654
FCHSD2	-0.018283333	-0.269211771
FCN1	6.665883333	0.053815147
FCRL2	3.379175	0.352276851
FCRL3	-6.859666667	-0.783290338
FCRL5	3.1234675	1.019740287
FCRLB	2.6296975	0.310669159
FCSK	1.266650833	0.151080491
FDFT1	0.592969167	1.151826778
FDPS	-6.0075075	1.290319702
FDX1	-0.538933333	-1.750062149
FDX2	-0.093075	-0.709870427
FDXACB1	2.43931	0.582828851
FDXR	-4.941646667	0.470087898
FECH	5.06606	0.285670597
FEM1A	-12.896975	-1.043255414
FEM1B	4.107008333	0.015288255
FEM1C	-4.460161667	0.48301353
FEN1	-1.632946667	1.068461398
FER	6.377116667	2.135711207
FER1L5	-3.907091667	-0.114002637
FERMT1	-1.844910833	0.870236971
FERMT2	3.648791667	-1.577629035
FERMT3	-6.0762825	0.69289559
FES	-0.002415833	-0.083083498
FEZ1	1.5991025	0.944971691
FEZ2	1.833723333	0.182527257
FEZF1	-5.513064167	1.014519827
FEZF2	-1.19448	2.155754367
FFAR1	0.605016667	-0.694087873
FFAR2	4.5224	-0.631779289
FFAR4	-2.8072	0.15094927
FGD1	0.340495833	0.964625073
FGD2	2.228585	0.30250879
FGD3	-3.4756	-0.938812361
FGD4	0.235541667	-1.070730447
FGD5	-7.724475	0.609990627
FGD6	-9.938341667	-1.045872637
FGF10	-10.598625	-1.008269482
FGF11	-0.481491667	1.491901494
FGF12	7.627708333	-1.220336658
FGF13	-13.85084167	-0.101456107
FGF14	2.964318333	-0.727105291
FGF2	6.295741667	-1.169603155
FGF22	-5.214500833	3.704987264
FGF23	-0.417391667	-0.855023597
FGF7	2.2386725	0.164916831
FGF8	0.4170525	1.816139083
FGF9	-5.702275	-0.100122161
FGFBP3	-10.332825	-0.061874356
FGFR1	2.699776667	0.257583613
FGFR1OP2	-0.693341667	-0.258834381
FGFR2	8.958516667	-0.908376751
FGFR3	-5.34025475	2.987191169
FGFR4	3.17687	0.793672775
FGFRL1	-5.40016	2.322402468
FGGY	1.912833333	-0.581941599
FGL2	1.831916667	0.306268293
FH	7.619561667	0.85612419
FHAD1	-10.84769167	-0.555628545
FHDC1	-6.654819167	0.414818565
FHIP1A	0.815108333	-0.233659199
FHIP1B	7.404550833	2.028858037
FHIP2A	-7.338025	-1.453840498
FHIP2B	-13.00345833	-0.007732243
FHIT	4.25955	-1.18931155
FHL1	1.995034167	-0.525287245
FHL2	-0.332859167	1.153868386
FHL3	-1.506525833	0.584494559
FHOD1	-3.614875	0.599713735
FHOD3	1.729833333	0.853580576
FIBIN	4.051016667	-0.489871101
FIBP	0.735798333	0.637864355
FICD	-2.523516667	1.196209731
FIG4	-3.600891667	-0.643705745
FIGN	1.6552	-0.278652621
FIGNL1	0.072725	-0.607040885
FIGNL2	-8.879566667	-1.039527693
FILIP1	-41.33139167	0.636028537
FILIP1L	-3.794691667	-0.394758772
FIP1L1	2.0651	-0.656454756
FIS1	-3.250001667	1.151271989
FITM2	-7.793671667	0.274743961
FIZ1	-8.914575	0.781551607
FJX1	-0.859766667	0.224146001
FKBP10	-5.555811667	0.597424484
FKBP11	-5.023725	0.045042959
FKBP14	1.760058333	-0.353778217
FKBP15	2.776921667	-0.374572269
FKBP1A	1.769825	0.26878873
FKBP1B	-2.911374167	0.673119417
FKBP2	1.555094167	3.290138033
FKBP3	0.321208333	-0.363193583
FKBP4	-1.568898333	0.611575421
FKBP5	8.476608333	-0.596936998
FKBP6	1.531816667	-1.399757134
FKBP7	0.971465	-0.608453028
FKBP8	-1.276614167	0.377897803
FKBP9	-22.28875833	-0.457861508
FKBPL	-2.958345833	-0.416593494
FKRP	-2.6626	-0.522877377
FKTN	16.77058333	-0.298746593
FLACC1	-43.63329167	-1.019119055
FLAD1	-6.424133333	-0.074815087
FLCN	2.339385833	0.225083793
FLG	-212.175375	0.954036051
FLG2	-314.016075	1.726222545
FLI1	-6.460431667	0.598664917
FLII	-4.432470833	1.552667453
FLNA	-3.363396667	1.786741133
FLNB	-5.9655425	0.033041124
FLNC	-1.868769167	1.861762072
FLOT1	-3.162194167	-0.449198561
FLOT2	1.131841667	-0.530239361
FLRT1	0.733061667	-0.875032348
FLRT2	-0.787720833	0.471081869
FLRT3	10.26518333	-0.550517705
FLT1	-2.349725	-0.766924198
FLT3	1.628733333	-0.053509679
FLT3LG	-10.96456167	0.30753643
FLT4	-7.344125	0.00811227
FLVCR1	7.193333333	-0.013993757
FLVCR2	-6.399341667	-1.250460616
FLYWCH1	4.503433333	-0.097647215
FLYWCH2	-6.09595	-0.767108422
FMC1	6.443258333	-0.831709668
FMN1	2.65525	-0.59476734
FMN2	-2.318516667	0.104741487
FMNL1	-4.0515075	2.343887014
FMNL2	-0.0822375	0.438873821
FMNL3	6.7773975	1.550285258
FMO3	-0.094375	-1.019137843
FMO4	-2.750691667	-1.482159617
FMO5	2.357725	-0.987190667
FMOD	4.107016667	-0.277161467
FN1	1.830906667	0.287450673
FN3K	-54.03183333	-0.969340115
FN3KRP	-2.139275	0.049424688
FNBP1	-8.238	0.106844954
FNBP1L	4.44175	-1.320183981
FNBP4	3.766408333	-0.450161916
FNDC10	-5.868710833	2.694878522
FNDC11	-2.495208333	1.879883826
FNDC3A	-22.25321667	-0.83129809
FNDC3B	-2.6145	-1.013912406
FNDC4	4.386030833	-0.33833206
FNDC5	-4.548358333	0.348988548
FNIP1	-1.053994167	0.048733157
FNIP2	-2.848514167	-0.294626167
FNTA	4.822906667	0.363518246
FNTB	0.44321	-0.365779743
FOCAD	4.552008333	-0.600154613
FOLH1	19.89348333	0.36231809
FOLR1	3.417808333	-0.908998653
FOS	-9.854655833	2.390513491
FOSB	-7.5707675	1.644805823
FOSL1	3.268625	2.164001918
FOSL2	-1.504850833	0.124880352
FOXA3	2.3384975	0.556549974
FOXB1	-3.525458333	1.007061997
FOXC1	-13.45231917	3.515265949
FOXD4L3	-23.81619167	-0.528361757
FOXD4L5	-0.901541667	-1.191579893
FOXD4L6	-12.16523333	-1.180748544
FOXG1	24.41664333	3.640109241
FOXI3	-3.481258333	0.568988781
FOXJ1	-2.6454	0.839675799
FOXJ2	-4.436176667	-0.023264975
FOXJ3	3.329511667	0.552559396
FOXK1	4.855991667	-1.583392822
FOXK2	-9.128075	-1.68330931
FOXL2NB	1.0046025	1.615920822
FOXM1	-4.607403333	-0.243029982
FOXN2	4.646433333	-1.250925996
FOXN3	9.521758333	-0.5154566
FOXO1	-4.131316667	0.249824592
FOXO3	-9.034183333	-0.135069749
FOXO3B	-59.33533333	-0.80143669
FOXO4	-4.539474167	-0.629111419
FOXP1	1.186408333	-0.50704039
FOXP2	6.275209167	1.152903371
FOXP3	-0.6727125	2.619090243
FOXP4	-3.2012775	0.883570394
FOXRED1	-7.11964	-0.021807828
FOXRED2	23.79699167	1.034160782
FPGS	-3.506466667	0.194843612
FPGT	-8.938241667	-0.540840601
FPR1	-169.943075	-0.18429038
FRA10AC1	-2.437375	-0.762487148
FRAS1	-0.1759575	2.144582357
FRAT1	2.748541667	0.082749981
FRAT2	-3.951863333	0.143130777
FREM1	4.269841667	0.553364392
FREM2	-0.680225	-0.010670987
FRG1	-15.77433333	-0.905962721
FRK	-4.165075	-0.919765937
FRMD1	-2.716119167	0.796549514
FRMD3	-21.29150833	-0.459972718
FRMD4A	-15.19198333	-1.086572424
FRMD4B	0.547266667	-1.072079592
FRMD5	0.370866667	-0.540509128
FRMD6	-4.18212	0.000641671
FRMD8	0.478343333	0.87240655
FRMPD1	-7.550933333	-0.462252378
FRMPD2	0.9084	0.226119791
FRMPD3	-8.776258333	-0.711289036
FRRS1	5.167308333	-0.644653711
FRRS1L	5.297341667	0.757892605
FRS2	6.027333333	-1.43421437
FRS3	1.186583333	-0.529025916
FRY	1.839500833	-0.333437926
FRYL	-1.567005833	0.962814849
FRZB	10.71745	-0.910953737
FSBP	1.561585833	0.689937687
FSCN1	-10.8611225	1.201419374
FSCN2	-15.29259167	-0.006684672
FSD1	-13.265125	-0.020738587
FSD1L	9.85795	0.245828419
FSD2	1.795551667	2.18542968
FSIP1	1.506891667	-0.719782395
FSIP2	-3.249025	-0.367718228
FST	-3.003174167	0.491782422
FSTL1	6.528816667	0.662484704
FSTL3	-13.39613333	0.546807838
FSTL4	-2.894825	-0.901891045
FSTL5	-0.570441667	-0.030046827
FTCD	-12.82910833	0.339131655
FTCDNL1	11.74124167	-0.876131956
FTH1	-4.129043333	1.42070929
FTL	-3.1037	0.567037496
FTO	6.455566667	0.088265376
FTSJ1	3.446793333	0.872805928
FTSJ3	-5.237725	1.121352585
FUBP1	0.5498125	0.669652445
FUBP3	1.703585833	1.155981923
FUCA1	-16.58029167	-0.86478694
FUCA2	-3.239934167	0.501031233
FUNDC1	2.262683333	-1.448087248
FUNDC2	14.745125	0.551084297
FUOM	-12.78995833	1.075308147
FURIN	3.802856667	-0.7467806
FUS	-2.458708333	-0.665020776
FUT1	-13.24765	1.011102761
FUT10	6.6108	-0.782974034
FUT11	-4.378795	-0.155241979
FUT2	-14.513925	0.20953962
FUT4	4.822466667	-0.252350828
FUT6	-8.621508333	-1.01010182
