	gene	mean_diff	cv_FXS_zscore	cv_NL_zscore	NPC_BREACH
3895	CYP2S1	-0.498485	-0.234491848	0.036139464	FALSE
3896	CYP2U1	7.129675	-0.538049277	-0.294569147	FALSE
3897	CYP2W1	-2.975456667	2.69650465	1.538962923	FALSE
3898	CYP39A1	8.207383333	0.379041323	-0.339358504	FALSE
3899	CYP3A4	-2.258341667	-1.047791396	-0.697017216	FALSE
3900	CYP3A43	9.481958333	-0.077312628	-0.383683611	FALSE
3901	CYP3A5	6.512975	-0.395423066	-0.420856963	FALSE
3902	CYP3A7	34.7214	0.90035456	1.634877324	FALSE
3903	CYP46A1	0.11605	-0.211066047	0.079546982	FALSE
3904	CYP4A11	-5.848508333	-0.186263591	0.808819836	FALSE
3905	CYP4A22	10.83315	0.121481675	-0.221134714	FALSE
3906	CYP4B1	-11.12580833	-1.418760174	-0.678320116	FALSE
3907	CYP4F11	-228.6678333	1.191319911	-0.446609942	FALSE
3908	CYP4F12	-184.2474167	-0.757402008	0.325188607	FALSE
3909	CYP4F2	-264.8321417	1.84500559	-0.764463644	FALSE
3910	CYP4F22	-269.0538917	0.402258254	-0.724150499	FALSE
3911	CYP4F3	-229.358	-0.151547232	0.278128494	FALSE
3912	CYP4F8	-290.05095	0.649780734	-0.099020509	FALSE
3913	CYP4V2	3.671135	-0.631493165	0.558570584	FALSE
3914	CYP4X1	0.250083333	-0.333520505	-0.079713048	FALSE
3915	CYP4Z1	3.234983333	-0.752682933	-0.677204236	FALSE
3916	CYP51A1	7.090641667	-0.332583182	-0.992036478	FALSE
3917	CYP7A1	2.210741667	-0.179009489	-0.874336481	FALSE
3918	CYP7B1	-1.132816667	-0.895490095	0.156782624	FALSE
3919	CYP8B1	-4.308083333	-0.223189485	-0.347044136	FALSE
3920	CYREN	-2.525616667	0.056566979	1.804330987	FALSE
3921	CYRIA	2.8886275	0.569961646	-0.275070555	FALSE
3922	CYRIB	0.793335	-1.36231054	0.938904658	FALSE
3923	CYS1	-1.666058333	-0.363415164	-0.418477051	FALSE
3924	CYSLTR1	0.814516667	-0.375692216	-0.583054467	FALSE
3925	CYSLTR2	-4.184308333	-0.818869927	0.235371648	FALSE
3926	CYSRT1	-0.3267825	-0.640683692	0.474090429	FALSE
3927	CYSTM1	-3.365865833	0.101966364	-0.139106535	FALSE
3928	CYTH1	0.148575	-0.427277825	0.060447349	FALSE
3929	CYTH2	-5.50955	0.986839922	1.602227675	FALSE
3930	CYTH3	-3.482253333	0.570024609	-0.405455165	FALSE
3931	CYTH4	-16.74399167	0.048805498	0.312762568	FALSE
3932	CYTIP	-7.393216667	0.300637895	-0.8222022	FALSE
3933	CYTL1	-5.222	-1.394326304	-0.978327012	FALSE
3934	CYYR1	-10.88068333	-0.081800527	0.521465764	FALSE
3935	CZIB	-5.7343225	0.544564921	-0.466197819	FALSE
3936	D2HGDH	-15.103375	-0.212776339	-0.364780551	FALSE
3937	DAAM1	-2.61685	-1.430095555	-0.972684246	FALSE
3938	DAAM2	3.16375	0.507655994	-0.712805313	FALSE
3939	DAB1	-2.881641667	0.346704527	0.106198524	FALSE
3940	DAB2	3.6197675	0.353106401	0.083227391	FALSE
3941	DAB2IP	-6.996673333	0.46264415	-0.560605917	FALSE
3942	DACH1	1.974125	-0.422365836	-0.260176263	FALSE
3943	DACH2	-0.327223333	0.251867641	1.005102745	FALSE
3944	DACT1	11.84680833	-0.454758373	-0.132035987	FALSE
3945	DACT2	1.875696667	0.65414508	0.299939411	FALSE
3946	DACT3	-41.04631667	2.155046176	1.034190861	FALSE
3947	DAD1	0.845765	-0.357020338	-0.990064238	FALSE
3948	DAG1	-13.01299167	-0.719914717	-0.374197308	FALSE
3949	DAGLA	-11.28055583	0.426044055	-0.732452359	FALSE
3950	DAGLB	-7.13185	0.163359811	-0.824908085	FALSE
3951	DALRD3	-8.398770833	0.532525812	1.356986065	FALSE
3952	DAND5	-10.47005833	1.135196462	1.021805531	FALSE
3953	DAO	1.476175	0.062357437	-0.111661943	FALSE
3954	DAOA	-5.505375	-0.614050481	-0.665595682	FALSE
3955	DAP	-13.48179167	-1.176764064	-0.576865251	FALSE
3956	DAP3	-32.08875	-0.906832314	-1.102852157	FALSE
3957	DAPK1	-15.86355	-0.10004029	-0.781390141	FALSE
3958	DAPK2	-7.84945	-0.25528796	0.527504111	FALSE
3959	DAPK3	-10.87341167	0.406647346	-0.833890177	FALSE
3960	DAPL1	0.929783333	-0.253472686	0.105790005	FALSE
3961	DAPP1	-2.643583333	0.500506632	0.400330581	FALSE
3962	DARS1	0.676116667	-0.212621964	-0.25999588	FALSE
3963	DARS2	2.697375	0.840667194	-0.337571534	FALSE
3964	DAW1	6.722109167	0.676434322	-0.306130903	FALSE
3965	DAXX	-3.940601667	0.280495727	1.14219495	FALSE
3966	DAZ1	3.861209667	0.873513573	3.073003297	FALSE
3967	DAZ2	0.25	8.143990278		FALSE
3968	DAZ3	-2.375466667	1.186562309	1.048416572	FALSE
3969	DAZ4	0			FALSE
3970	DAZAP1	-1.489550833	-0.633462339	0.718203291	FALSE
3971	DAZAP2	-4.062329167	0.149758161	0.610961182	FALSE
3972	DAZL	1.21081	0.954844762	1.350793091	FALSE
3973	DBF4	5.185865833	0.52977012	1.602619005	FALSE
3974	DBF4B	-2.750083333	-0.591511491	0.073799423	FALSE
3975	DBH	-4.53002	1.311168445	0.24279444	FALSE
3976	DBI	-9.386283333	-0.145058816	0.156744252	FALSE
3977	DBN1	0.051266667	0.184287099	-0.679364269	FALSE
3978	DBNDD1	-3.790641667	-0.872133519	0.138805779	FALSE
3979	DBNDD2	5.649761667	0.693653416	-0.792468948	FALSE
3980	DBNL	5.101808333	-0.275950192	-0.046769169	FALSE
3981	DBP	-4.535255	3.878243342	1.925793904	FALSE
3982	DBR1	3.469916667	-1.289429093	-0.643576066	FALSE
3983	DBT	-16.8799	-0.879673475	-1.195726895	FALSE
3984	DBX1	-2.776819167	1.546228083	-0.509003264	FALSE
3985	DBX2	-2.494325	-0.405601189	-0.523165635	FALSE
3986	DCAF1	-2.641683333	-0.201466392	0.297646419	FALSE
3987	DCAF10	-5.640875	-0.214555836	0.053202022	FALSE
3988	DCAF11	2.8258975	-0.476272734	0.450040536	FALSE
3989	DCAF12	2.226411667	-0.146398877	1.343410755	FALSE
3990	DCAF12L1	-11.661825	0.106585458	-0.00057623	FALSE
3991	DCAF12L2	-1.0574375	0.517377882	-1.521618077	FALSE
3992	DCAF13	0.145324167	0.221202099	-0.202059979	FALSE
3993	DCAF15	-1.976118333	0.552848877	0.629263667	FALSE
3994	DCAF16	3.038366667	0.03050368	0.059965084	FALSE
3995	DCAF17	-8.147925	-1.299586553	0.115354292	FALSE
3996	DCAF4	-8.31948	1.785042494	-1.175476372	FALSE
3997	DCAF4L1	-0.098241667	-0.79126037	0.574844709	FALSE
3998	DCAF4L2	-17.76839167	-1.083873921	-0.996273415	FALSE
3999	DCAF5	2.90619	-0.128613772	1.3240422	FALSE
4000	DCAF6	3.867875	-0.640843957	-0.647537369	FALSE
4001	DCAF7	-2.35135	-0.569396091	-0.463228469	FALSE
4002	DCAF8	-2.659739167	0.252566063	-0.288992696	FALSE
4003	DCAF8L1	-4.214308333	0.765478723	-0.465016685	FALSE
4004	DCAF8L2	-6.056125	-0.204639678	-0.30972001	FALSE
4005	DCAKD	2.0447775	0.779709419	0.081137937	FALSE
4006	DCANP1	-6.033633333	-0.870833342	0.464206663	FALSE
4007	DCBLD1	-13.64946667	-1.407863475	-0.061469289	FALSE
4008	DCBLD2	1.4658	-0.794196705	-0.727120785	FALSE
4009	DCC	-8.548616667	0.60841434	0.301003909	FALSE
4010	DCD	0.534133333	-0.686794343	-0.457246007	FALSE
4011	DCDC1	4.585575	-1.118180894	-0.531475036	FALSE
4012	DCDC2	7.205733333	-1.45127209	-0.590913177	FALSE
4013	DCDC2B	2.201475	-0.097068814	0.256468076	FALSE
4014	DCDC2C	-10.698625	0.071916226	-0.648698283	FALSE
4015	DCHS1	-6.5401625	0.689597021	-0.478928705	FALSE
4016	DCHS2	0.484814167	0.378053014	1.12834368	FALSE
4017	DCK	-14.238	-0.127128119	-1.409991995	FALSE
4018	DCLK1	-12.6475	-0.732265092	0.0376516	FALSE
4019	DCLK2	-3.398866667	-0.500044918	0.019952493	FALSE
4020	DCLK3	2.215991667	-1.217141096	-0.197191068	FALSE
4021	DCLRE1A	2.0313	-1.47982092	-0.092333408	FALSE
4022	DCLRE1B	6.185248333	-0.462177458	-0.886196016	FALSE
4023	DCLRE1C	5.017166667	-0.452555812	-0.365036659	FALSE
4024	DCN	3.009633333	0.02978933	1.152176677	FALSE
4025	DCP1A	-1.5025925	-0.247762855	0.080145619	FALSE
4026	DCP1B	2.7991	-1.153444422	-0.424540298	FALSE
4027	DCP2	4.612058333	-0.300256766	0.277854748	FALSE
4028	DCPS	0.967308333	-0.842478958	-1.153451821	FALSE
4029	DCST1	-3.581895833	0.405741427	-0.446783109	FALSE
4030	DCST2	-9.789235	1.518008341	-0.793453249	FALSE
4031	DCSTAMP	-6.456291667	-0.82685728	-1.183854802	FALSE
4032	DCT	7.29345	-1.405559064	0.151995326	FALSE
4033	DCTD	-0.860594167	0.951252764	1.121877573	FALSE
4034	DCTN1	-0.073133333	0.331499122	-0.997168741	FALSE
4035	DCTN2	-0.231836667	1.840984841	0.660164287	FALSE
4036	DCTN3	0.847608333	0.361061127	0.086877096	FALSE
4037	DCTN4	1.060883333	0.487190602	-0.212797989	FALSE
4038	DCTN5	4.606433333	-0.566564449	0.667625883	FALSE
4039	DCTN6	-3.528016667	-0.413675103	-0.495178479	FALSE
4040	DCTPP1	-12.84516667	-0.364661838	-0.599090207	FALSE
4041	DCUN1D1	5.523373333	-0.054250099	0.867832161	FALSE
4042	DCUN1D2	6.1825375	0.511029608	-1.169420096	FALSE
4043	DCUN1D3	-9.015358333	-0.870242491	-1.443955068	FALSE
4044	DCUN1D4	3.908376667	0.356002772	1.531380639	FALSE
4045	DCUN1D5	-2.960291667	-0.828425924	-1.361303737	FALSE
4046	DCX	-0.470791667	-0.858411702	-1.385041822	FALSE
4047	DCXR	-9.067391667	0.131455663	1.178519073	FALSE
4048	DDA1	-0.89921	0.582275705	0.007525318	FALSE
4049	DDAH1	7.417396667	1.08481629	0.104743004	FALSE
4050	DDAH2	-3.988795	0.319359303	0.066666897	FALSE
4051	DDB1	1.794994167	-0.112242595	0.945193444	FALSE
4052	DDB2	-2.3939	0.278317406	-0.051219109	FALSE
4053	DDC	-3.383491667	-0.58866258	-0.550521653	FALSE
4054	DDHD1	-0.512433333	-1.083113192	-0.487710178	FALSE
4055	DDHD2	1.4903	-1.110546858	-0.568314897	FALSE
4056	DDI1	-12.08575833	-0.120570905	0.000300919	FALSE
4057	DDI2	-1.366181667	-1.410941023	-0.07481292	FALSE
4058	DDIAS	-4.552933333	-1.365450385	-0.445163527	FALSE
4059	DDIT3	-3.0071275	0.708945579	2.028205549	FALSE
4060	DDIT4	-0.1860525	0.015085258	-0.200200323	FALSE
4061	DDIT4L	-0.619841667	-0.808897396	-0.913937816	FALSE
4062	DDN	-9.934808333	-0.006434192	0.222596313	FALSE
4063	DDO	-3.326241667	-0.559121055	-0.709897943	FALSE
4064	DDOST	-0.389348333	1.323361422	-0.726980343	FALSE
4065	DDR1	-4.471438333	0.970791185	1.589390174	FALSE
4066	DDR2	-12.72782833	0.120238138	-0.953117389	FALSE
4067	DDRGK1	-0.622503333	0.347404366	0.000443092	FALSE
4068	DDT	-2.454808333	-0.384171109	0.651342081	FALSE
4069	DDTL	2.5374	-0.455891066	-0.208305005	FALSE
4070	DDX1	6.615590833	0.760801825	-1.085560472	FALSE
4071	DDX10	9.346666667	-0.289440053	-0.692092769	FALSE
4072	DDX11	-6.942734167	-0.814524468	0.295070282	FALSE
4073	DDX17	0.703973333	0.891189829	0.388141118	FALSE
4074	DDX18	11.12432	0.397870796	0.981531744	FALSE
4075	DDX19A	-3.6439725	0.661177751	-0.315585699	FALSE
4076	DDX19B	-20.57283333	-1.290086215	-0.986072511	FALSE
4077	DDX20	-5.688148333	0.660651174	2.344958767	FALSE
4078	DDX21	0.0791075	-0.900630282	0.855235501	FALSE
4079	DDX23	-0.570541667	0.571776534	-0.000974807	FALSE
4080	DDX24	1.174210833	0.382351295	0.852508154	FALSE
4081	DDX25	-12.21205833	-1.111755228	-1.096067338	FALSE
4082	DDX27	0.543093333	0.891401674	1.006436054	FALSE
4083	DDX28	2.878565	-0.812634975	0.717174351	FALSE
4084	DDX31	-5.1578025	0.725990972	1.442800987	FALSE
4085	DDX39A	-5.143865	0.381158435	-0.085974117	FALSE
4086	DDX39B	1.508940833	-0.114397659	1.076856642	FALSE
4087	DDX3X	-4.049645	0.026515258	1.232301462	FALSE
4088	DDX3Y	-1.222925	-0.911327121	0.406151646	FALSE
4089	DDX4	-13.4985	-1.138974903	-0.998611139	FALSE
4090	DDX41	-0.227021667	1.245526003	-0.771371926	FALSE
4091	DDX42	-1.1923625	-0.326428272	-0.750807406	FALSE
4092	DDX43	8.7356	-1.301237365	-1.055694515	FALSE
4093	DDX46	7.140224167	0.656759045	0.266709537	FALSE
4094	DDX47	5.011525	-0.043584033	-0.671278419	FALSE
4095	DDX49	1.147671667	-1.135968412	1.950750963	FALSE
4096	DDX5	1.315618333	-0.223431581	2.001272931	FALSE
4097	DDX50	11.10937667	0.785073908	1.035646201	FALSE
4098	DDX51	0.2463775	1.346422717	0.356610024	FALSE
4099	DDX52	2.370875	-0.346550251	-0.291222104	FALSE
4100	DDX53	-0.700908333	-1.000321858	-0.854264451	FALSE
4101	DDX54	-5.7336575	1.010186691	-0.268523351	FALSE
4102	DDX55	-3.40865	0.044793336	-0.194956574	FALSE
4103	DDX56	-0.494584167	0.16513681	0.685974	FALSE
4104	DDX59	0.794816667	0.035814925	-0.03763842	FALSE
4105	DDX6	8.38239	0.477888412	0.885614422	FALSE
4106	DDX60	-12.30476667	-1.651537645	-1.265813544	FALSE
4107	DDX60L	-4.41775	-1.224143142	0.383511666	FALSE
4108	DEAF1	-4.562958333	0.232898085	-1.22792596	FALSE
4109	DECR1	8.897116667	-0.673396939	-0.94495339	FALSE
4110	DECR2	-7.341760833	0.96091372	-0.439879316	FALSE
4111	DEDD	7.64841	0.438183614	0.562040711	FALSE
4112	DEDD2	-0.6499475	0.594958969	-1.120047436	FALSE
4113	DEF6	-2.129014167	0.49826918	0.520954321	FALSE
4114	DEF8	7.456505	1.679177333	-0.820178387	FALSE
4115	DEFA1	-6.468994167	-0.575365414	-0.333791696	FALSE
4116	DEFA1B	5.63903	0.041300774	0.67893956	FALSE
4117	DEFA3	3.2998825	0.438957765	-0.882930498	FALSE
4118	DEFA4	-20.75089167	-1.049383257	-0.066457878	FALSE
4119	DEFA5	-5.900583333	-0.34977494	-0.884472705	FALSE
4120	DEFA6	-16.23219167	-1.383655868	0.032252971	FALSE
4121	DEFB1	-9.409508333	-1.008384849	-0.548192635	FALSE
4122	DEFB103A	-28.485	-0.8081478	1.193953462	FALSE
4123	DEFB103B	-7.450008333	-1.238757393	-0.65203695	FALSE
4124	DEFB104A	0.400591667	-0.663805231	0.056972942	FALSE
4125	DEFB104B	-7.142575	-0.460730477	1.770700144	FALSE
4126	DEFB105A	1.5932	-0.719122698	0.739406503	FALSE
4127	DEFB105B	-0.444925	0.358198361	1.823606338	FALSE
4128	DEFB106A	-14.56294167	-1.485770792	1.059943672	FALSE
4129	DEFB106B	-2.656741667	-0.658724012	2.183289178	FALSE
4130	DEFB107A	2.497891667	-0.128280436	-0.435807942	FALSE
4131	DEFB107B	-2.0873825	0.647331343	2.340040483	FALSE
4132	DEFB108B	-8.123141667	-0.912240965	-0.023577566	FALSE
4133	DEFB109B	-0.896730833	-0.204345439	0.644439263	FALSE
4134	DEFB110	3.003241667	0.22946841	-0.805415713	FALSE
4135	DEFB112	10.6042	-0.018293065	-1.003928808	FALSE
4136	DEFB113	5.989359167	0.350962868	-0.461805367	FALSE
4137	DEFB114	6.792175	-1.495706003	-1.321836716	FALSE
4138	DEFB115	-111.4339167	-0.812759254	-0.613947239	FALSE
4139	DEFB116	-121.41725	-0.975892014	-0.797888473	FALSE
4140	DEFB118	-106.6825	-0.823712423	-0.626112481	FALSE
4141	DEFB119	-95.11475	-0.912403202	-0.721390155	FALSE
4142	DEFB121	-135.4973333	-0.958765481	-0.66276457	FALSE
4143	DEFB123	-153.3208333	-0.632306738	-0.408833376	FALSE
4144	DEFB124	-160.0731917	0.18584899	-0.496738295	FALSE
4145	DEFB125	-153.8768333	-1.245825311	-0.567937222	FALSE
4146	DEFB126	-118.9622	0.004984287	-1.271262086	FALSE
4147	DEFB127	-100.92865	0.58803907	0.067135364	FALSE
4148	DEFB128	-107.2121583	-1.148022852	-0.894966335	FALSE
4149	DEFB129	-15.80905	-1.415417675	0.358506109	FALSE
4150	DEFB130A	6.573225	-0.814510626	-0.16171234	FALSE
4151	DEFB130B	0.673995833	-0.389554785	1.408155404	FALSE
4152	DEFB131A	3.516566667	2.219293899	0.560544805	FALSE
4153	DEFB131B	5.77228	-0.894912004	-0.077618544	FALSE
4154	DEFB132	-3.136516667	0.330537302	0.154030812	FALSE
4155	DEFB134	-0.438566667	-0.686403212	-0.51214576	FALSE
4156	DEFB135	-6.098766667	-0.697940811	-0.103964326	FALSE
4157	DEFB136	0.543766667	0.131818146	-0.800299048	FALSE
4158	DEFB4A	2.62405	0.149098037	0.735252975	FALSE
4159	DEFB4B	-7.620575	-0.342434369	0.337574231	FALSE
4160	DEGS1	-3.606358333	-1.018911079	-0.902887017	FALSE
4161	DEGS2	-10.070225	1.535809583	1.205724696	FALSE
4162	DEK	8.684416667	-0.603376044	-0.711259182	FALSE
4163	DELE1	-1.03878	-1.384478456	-1.06285283	FALSE
4164	DENND10	-4.434828333	-0.336323533	1.341691832	FALSE
4165	DENND11	-1.573491667	-0.928111713	-1.120246578	FALSE
4166	DENND1A	1.9494425	0.989207286	0.218269202	FALSE
4167	DENND1B	1.985208333	-0.205052352	0.463213054	FALSE
4168	DENND1C	-13.45109167	0.343463346	0.764698827	FALSE
4169	DENND2A	-0.344400833	0.238666898	-1.085078271	FALSE
4170	DENND2B	4.812583333	0.162353671	-1.246612725	FALSE
4171	DENND2C	0.4027825	0.333556784	-0.682941241	FALSE
4172	DENND2D	3.517121667	0.943922545	0.154010275	FALSE
4173	DENND3	4.0935	0.008157277	0.265896531	FALSE
4174	DENND4A	2.430405	1.299452758	-0.879052238	FALSE
4175	DENND4B	-4.342426667	-0.716222174	0.736315704	FALSE
4176	DENND4C	7.606933333	-0.054432474	0.24116943	FALSE
4177	DENND5A	1.255516667	-0.028686207	0.220128087	FALSE
4178	DENND5B	-6.417341667	-0.525346588	-0.717012008	FALSE
4179	DENND6A	12.093925	-0.449694322	-0.606690783	FALSE
4180	DENND6B	-3.248008333	0.831426672	-0.805755067	FALSE
4181	DENR	-8.353834167	0.305655342	0.698658581	FALSE
4182	DEPDC1	-7.634233333	-0.766952851	-0.42041014	FALSE
4183	DEPDC1B	2.140625	0.572499762	0.203001731	FALSE
4184	DEPDC4	6.513225	-0.185215223	-0.365146597	FALSE
4185	DEPDC5	-2.1491675	0.42945864	0.608773294	FALSE
4186	DEPDC7	-5.148108333	-1.361134691	-0.298848409	FALSE
4187	DEPP1	-1.792403333	0.370586923	0.746836785	FALSE
4188	DEPTOR	-6.706000833	-0.735581758	2.370365213	FALSE
4189	DERA	-1.192828333	0.778118937	-0.202368664	FALSE
4190	DERL1	-0.079191667	0.091648275	-0.052210405	FALSE
4191	DERL2	3.324866667	-0.628082811	0.354651044	FALSE
4192	DERL3	-6.595666667	-1.122117188	0.933366676	FALSE
4193	DERPC	-4.371733333	-0.046045415	0.043943775	FALSE
4194	DES	-7.1555225	-0.158083588	-0.313666527	FALSE
4195	DESI1	-1.68197	-0.337344394	-0.274915057	FALSE
4196	DESI2	9.161841667	-0.21660464	-0.991664006	FALSE
4197	DET1	-4.118725	-0.810281915	-0.257801053	FALSE
4198	DEUP1	-2.66145	-0.354566184	1.031256225	FALSE
4199	DEXI	-5.8399225	0.372613589	0.1765287	FALSE
4200	DFFA	-10.43100833	-0.413802256	-0.271163544	FALSE
4201	DFFB	4.853966667	-0.748229625	-0.181915416	FALSE
4202	DGAT1	-5.942958333	1.658362879	1.33633492	FALSE
4203	DGAT2	-15.93481667	0.25545996	0.23717646	FALSE
4204	DGAT2L6	-3.198091667	-1.010622705	0.450074981	FALSE
4205	DGCR2	-3.674749167	0.397444865	0.630660566	FALSE
4206	DGCR6	-4.0463875	0.251577293	0.923092732	FALSE
4207	DGCR6L	-1.022391667	-0.247979742	-0.873131669	FALSE
4208	DGCR8	-6.8925925	0.01851135	-0.652723443	FALSE
4209	DGKA	-5.14845	-0.561119973	0.187825204	FALSE
4210	DGKB	10.19999167	0.521394697	-0.536854321	FALSE
4211	DGKD	-2.992991667	-0.534089319	-0.57415986	FALSE
4212	DGKE	7.1633	-0.758950726	-1.026448752	FALSE
4213	DGKG	-11.93119167	-0.511551287	-0.40254371	FALSE
4214	DGKH	0.387433333	-0.600383544	-1.134684505	FALSE
4215	DGKI	11.68435	0.780343724	-0.407968195	FALSE
4216	DGKK	0.331915	-0.000502767	0.636462822	FALSE
4217	DGKQ	-4.452408333	1.865061727	-0.080305638	FALSE
4218	DGKZ	5.528633333	-0.995626503	-0.33732119	FALSE
4219	DGLUCY	-9.777	-0.810304814	-1.467727916	FALSE
4220	DGUOK	7.5272	0.072918979	-0.62661542	FALSE
4221	DHCR24	-0.994725	-0.647739978	0.227100705	FALSE
4222	DHCR7	-5.054690833	0.628628418	1.485339857	FALSE
4223	DHDDS	-10.86489167	-0.955040596	-0.395640467	FALSE
4224	DHDH	-14.53800833	-1.126166062	-0.117380228	FALSE
4225	DHFR	1.336408333	-0.524311581	-1.15151863	FALSE
4226	DHFR2	-5.021483333	-0.947995981	0.723503356	FALSE
4227	DHH	-14.08493333	0.828272222	0.492020238	FALSE
4228	DHODH	-0.840125	-0.989505165	0.058458987	FALSE
4229	DHPS	0.917924167	0.14077853	-0.980565458	FALSE
4230	DHRS1	1.762885	0.558134879	-0.56688543	FALSE
4231	DHRS11	1.480294167	0.620616213	0.43533374	FALSE
4232	DHRS12	8.089175	-0.005504448	-0.895771349	FALSE
4233	DHRS13	-9.406941667	0.5723205	0.858572375	FALSE
4234	DHRS2	0.424875	0.200076587	0.180816365	FALSE
4235	DHRS3	-6.281775	-1.546756309	-0.449119218	FALSE
4236	DHRS4	0.9599	0.667041919	-0.333254173	FALSE
4237	DHRS4L2	-0.064875	-0.050036923	0.186927338	FALSE
4238	DHRS7	1.246608333	-0.657501849	0.098856872	FALSE
4239	DHRS7B	1.491	-0.306168117	-0.594280099	FALSE
4240	DHRS7C	-5.491766667	-0.069677531	0.117382229	FALSE
4241	DHRS9	3.25815	0.203774465	-1.10451327	FALSE
4242	DHRSX	-6.298583333	-0.829171863	-0.319108218	FALSE
4243	DHTKD1	0.140475	0.476297265	-0.140269464	FALSE
4244	DHX15	3.319170833	0.23635204	-0.356803457	FALSE
4245	DHX16	-3.981991667	-0.074260072	0.537995339	FALSE
4246	DHX29	6.595368333	0.662068586	0.448569775	FALSE
4247	DHX30	-13.578525	-1.047710874	0.910441129	FALSE
4248	DHX32	7.241194167	0.662062777	0.772928126	FALSE
4249	DHX33	1.979616667	-0.701126903	-1.190473511	FALSE
4250	DHX34	-10.05085	0.409699881	-0.176171628	FALSE
4251	DHX35	-0.212908333	-1.462199634	-0.405710433	FALSE
4252	DHX36	7.547066667	-1.084937408	-0.379089126	FALSE
4253	DHX37	-5.803115	1.044883477	-0.336871936	FALSE
4254	DHX38	5.317410833	0.496147711	0.944457937	FALSE
4255	DHX40	-1.871516667	0.008798128	-0.980951011	FALSE
4256	DHX57	-6.616991667	-0.18372645	-1.34601911	FALSE
4257	DHX58	1.259566667	-0.439293518	0.677294199	FALSE
4258	DHX8	-2.007788333	-0.27489091	0.093488183	FALSE
4259	DHX9	-13.61090833	-0.832843289	-1.26629659	FALSE
4260	DIABLO	-3.585475	-0.749833365	-0.656279798	FALSE
4261	DIAPH1	8.300058333	-0.419780073	0.095016762	FALSE
4262	DIAPH2	-2.65944	-0.525771178	0.57613715	FALSE
4263	DIAPH3	7.833916667	-1.416742025	0.098146608	FALSE
4264	DICER1	-0.887685	-0.615335576	0.23269393	FALSE
4265	DIDO1	-8.253725	1.050952239	0.007641518	FALSE
4266	DIMT1	5.064835	1.377833567	-1.291498761	FALSE
4267	DIO1	1.635508333	-0.703529256	-0.03769982	FALSE
4268	DIO2	6.151433333	0.132522743	-0.215398766	FALSE
4269	DIO3	-20.8034	1.897725432	-0.233143082	FALSE
4270	DIP2A	2.3914675	-0.665202442	-1.308647865	FALSE
4271	DIP2B	4.013061667	-0.315549583	0.197146134	FALSE
4272	DIP2C	2.289925	-1.593145262	-0.854417975	FALSE
4273	DIPK1A	-6.791008333	-0.609908805	0.082586968	FALSE
4274	DIPK1B	-6.1784	1.997250953	0.041467129	FALSE
4275	DIPK1C	-7.546291667	-1.071547534	-0.307698863	FALSE
4276	DIPK2A	-3.873425	1.309106075	0.644951089	FALSE
4277	DIPK2B	-0.716000833	-0.378809047	-0.652817419	FALSE
4278	DIRAS1	-19.29328333	0.15206984	0.047991893	FALSE
4279	DIRAS2	4.067033333	0.244659266	-1.491914083	FALSE
4280	DIRAS3	-1.53495	-0.715481641	1.5044385	FALSE
4281	DIS3	0.596891667	-0.801786346	-0.464945502	FALSE
4282	DIS3L	0.341161667	-1.0558151	-0.709055409	FALSE
4283	DIS3L2	-8.821925	-1.162731131	-1.088369249	FALSE
4284	DISC1	2.866508333	-0.407110094	-0.317069663	FALSE
4285	DISP1	-3.261983333	-0.601573475	-0.023345083	FALSE
4286	DISP2	3.374520833	0.505361125	1.813606739	FALSE
4287	DISP3	1.787614167	0.085458248	-0.313020143	FALSE
4288	DIXDC1	5.374666667	0.157299365	-0.191121981	FALSE
4289	DKC1	-6.185258333	-0.921676354	0.033291911	FALSE
4290	DKK1	3.7999	-1.512095832	0.748782929	FALSE
4291	DKK2	11.06026667	0.190136205	-0.821091552	FALSE
4292	DKK3	2.5484	-0.82472297	0.028893711	FALSE
4293	DKK4	-7.719616667	-0.388695235	0.130237928	FALSE
4294	DKKL1	4.379333333	-0.893462928	0.455409614	FALSE
4295	DLAT	3.137405	1.302189065	-0.615321764	FALSE
4296	DLC1	0.104383333	-0.524981836	-0.598036614	FALSE
4297	DLD	2.644433333	-1.231169386	-0.919750239	FALSE
4298	DLEC1	1.978191667	-0.289124149	0.839072975	FALSE
4299	DLEU7	6.660341667	-1.092922352	-1.035723334	FALSE
4300	DLG1	-2.684194167	0.749822338	0.514542579	FALSE
4301	DLG2	4.425533333	-0.274026783	0.201329553	FALSE
4302	DLG3	-0.177765833	1.089522866	0.698471883	FALSE
4303	DLG4	0.717335	-0.177691756	0.543059818	FALSE
4304	DLG5	-0.160008333	-1.050561217	-1.311990019	FALSE
4305	DLGAP1	-1.58392	-0.09107487	0.141665471	FALSE
4306	DLGAP2	-11.49088333	1.832589781	-0.548826292	FALSE
4307	DLGAP3	-5.854016667	-0.323535203	0.442711062	FALSE
4308	DLGAP4	-1.257424167	-0.782195528	-0.771163933	FALSE
4309	DLGAP5	2.658841667	-0.679850644	-0.326815222	FALSE
4310	DLK1	-1.996156667	2.287616651	1.63620683	FALSE
4311	DLK2	1.051291667	-0.516229562	-0.08024441	FALSE
4312	DLL1	-20.87236	1.585777364	0.527916997	FALSE
4313	DLL3	-38.62949167	0.973704217	-0.066812478	FALSE
4314	DLL4	2.412421667	1.417435017	1.039386721	FALSE
