	gene	mean_diff	cv_FXS_zscore	cv_NL_zscore	BRAIN_BREACH
3391	COMMD1	23.612747	0.377340488	1.137604438	TRUE
3392	COMMD10	31.105155	-0.538150769	-0.27512014	FALSE
3393	COMMD2	97.863705	0.511476003	0.161973433	FALSE
3394	COMMD3	17.333463	0.754755725	0.411168932	FALSE
3395	COMMD4	12.096312	-0.624871015	0.579491448	FALSE
3396	COMMD5	3.604566	-0.570065398	-0.773357325	FALSE
3397	COMMD6	72.729485	0.283538845	-0.316216824	FALSE
3398	COMMD7	17.7743852	1.100445649	1.449481944	FALSE
3399	COMMD8	67.229142	0.011646006	0.681642507	FALSE
3400	COMMD9	28.739355	-0.125345119	-0.619064833	FALSE
3401	COMP	-3.34554	0.230053008	0.516351335	FALSE
3402	COMT	-4.2547525	0.961645937	0.47640379	FALSE
3403	COMTD1	6.8557175	0.822075641	-0.428237548	FALSE
3404	COP1	26.699295	-1.682766273	-0.188899617	FALSE
3405	COPA	13.585724	0.980305795	1.144135541	FALSE
3406	COPB1	49.842667	0.363563806	-0.341085088	FALSE
3407	COPB2	55.730925	0.186088681	0.642493039	FALSE
3408	COPE	-12.2702175	-0.739509947	-1.128705904	FALSE
3409	COPG1	10.091016	-1.099741711	0.529887029	FALSE
3410	COPG2	35.180633	0.22750341	-0.230106954	FALSE
3411	COPRS	20.135072	0.99914412	1.12014116	FALSE
3412	COPS2	33.762098	1.089245346	0.911183081	FALSE
3413	COPS3	10.79725	0.017846287	-0.883993347	FALSE
3414	COPS4	36.6726135	0.200868502	-0.454036828	FALSE
3415	COPS5	49.451941	0.186432435	-0.792438927	FALSE
3416	COPS6	3.940994	3.75990478	0.476560508	FALSE
3417	COPS7A	7.1835205	-0.229680149	0.914232834	FALSE
3418	COPS7B	10.0769445	0.746486364	-0.192286807	FALSE
3419	COPS8	23.123675	-0.598477657	0.723079794	FALSE
3420	COPS9	6.214584	0.394867817	-0.045514645	FALSE
3421	COPZ1	16.5164372	-0.723246518	1.394001842	FALSE
3422	COPZ2	4.4233528	0.933681482	2.326724068	FALSE
3423	COQ10A	10.710748	-0.95823134	2.918632719	FALSE
3424	COQ10B	32.7763005	1.109295462	1.316178412	FALSE
3425	COQ2	65.153124	0.840080975	0.900957941	FALSE
3426	COQ3	63.715898	0.36401688	-0.46197427	FALSE
3427	COQ4	0.4475096	-1.340736495	1.576602864	FALSE
3428	COQ5	9.35892	0.338595575	0.207523739	FALSE
3429	COQ6	10.9456366	0.676320006	1.344727689	FALSE
3430	COQ7	15.7678715	0.357806192	0.194622747	FALSE
3431	COQ8A	-7.424894	0.821540941	-1.130681481	FALSE
3432	COQ8B	3.1374045	-0.668643849	1.311091719	FALSE
3433	COQ9	17.3549565	0.302282252	-0.165943431	FALSE
3434	CORIN	67.89258	-0.739478093	-0.705687296	FALSE
3435	CORO1A	4.5152865	1.087884615	-0.144901361	FALSE
3436	CORO1B	-0.5322081	1.167454441	1.315682781	FALSE
3437	CORO1C	20.7753027	1.15445136	1.298003589	FALSE
3438	CORO2A	20.697726	0.092916038	1.009947288	FALSE
3439	CORO2B	-1.881181	-0.076550634	2.943488109	FALSE
3440	CORO6	-5.1909405	0.922551144	1.485136623	FALSE
3441	CORO7	3.492881	0.64618828	1.393818642	FALSE
3442	CORT	0.682936	1.074160974	-0.578925121	FALSE
3443	COTL1	-1.67928	-1.550842558	-0.877668722	FALSE
3444	COX10	43.547415	-0.021258798	-0.953667822	FALSE
3445	COX11	33.013008	0.138634413	0.863472228	FALSE
3446	COX14	9.012131	-0.670160399	0.75585027	FALSE
3447	COX15	30.787779	0.136462081	-0.415288273	FALSE
3448	COX16	-9.59779	-1.510125818	-0.813495171	FALSE
3449	COX17	27.4998215	0.488159728	-0.657060406	FALSE
3450	COX18	53.450187	0.21361256	0.485252941	FALSE
3451	COX19	12.9008665	0.582603603	0.442876755	FALSE
3452	COX20	20.2004554	0.544888785	1.207088814	FALSE
3453	COX4I1	4.022888	1.243324955	-0.130101507	FALSE
3454	COX4I2	9.32929	-1.106755153	-1.033715402	FALSE
3455	COX5A	11.5396335	0.07916162	-0.582758195	FALSE
3456	COX5B	8.9806135	0.442577254	0.320964042	FALSE
3457	COX6A1	14.080299	1.205836867	1.324537091	FALSE
3458	COX6A2	12.015673	-0.617761627	-0.631268094	FALSE
3459	COX6B1	7.036836	-0.262667638	1.30596696	FALSE
3460	COX6B2	-7.78989	0.281463396	-0.792734029	FALSE
3461	COX6C	12.68461	-1.922617305	-1.062848536	FALSE
3462	COX7A1	23.071075	-0.94113335	0.675353612	FALSE
3463	COX7A2	39.617194	0.016729437	0.325833112	FALSE
3464	COX7A2L	35.15572325	0.660709381	0.115180798	FALSE
3465	COX7B	30.955955	0.796513212	0.411352379	FALSE
3466	COX7B2	82.17177	-0.869020397	-1.030052723	FALSE
3467	COX7C	52.721185	-0.294104295	0.204187594	FALSE
3468	COX8A	-3.010842	1.759126295	0.432234826	FALSE
3469	COX8C	25.540245	0.150460252	-0.443074068	FALSE
3470	CP	59.11999	-0.508526046	-1.063396316	FALSE
3471	CPA1	2.378285	-0.378767688	-1.078239162	FALSE
3472	CPA2	13.266815	0.069624547	-0.788797835	FALSE
3473	CPA3	88.89695	-0.454246255	-0.94904097	FALSE
3474	CPA4	0.60165	0.296209534	-0.975120827	FALSE
3475	CPA5	-0.110425	0.062221251	-1.069346168	FALSE
3476	CPA6	92.40197	0.200857432	-1.177446662	FALSE
3477	CPAMD8	-4.57243	0.266820579	-0.284939279	FALSE
3478	CPB1	119.12299	-0.364168868	-1.000559512	FALSE
3479	CPB2	48.032286	0.512416817	-1.003441614	FALSE
3480	CPD	-1.460775	1.345253024	1.077560695	FALSE
3481	CPE	72.121125	0.018426219	-0.393859596	FALSE
3482	CPEB1	12.49829	-1.18693686	0.44846866	FALSE
3483	CPEB2	10.6870735	1.591377964	1.102668542	FALSE
3484	CPEB3	22.17569	0.411762981	-0.129462733	FALSE
3485	CPEB4	7.6053703	1.830238842	1.661287107	FALSE
3486	CPED1	80.02849	0.793006354	-1.187389977	FALSE
3487	CPHXL	27.7202	-1.33430967	-1.096740633	FALSE
3488	CPHXL2	23.92876	-0.836591386	-0.574904298	FALSE
3489	CPLANE1	49.70676	-0.655617756	-0.546431737	FALSE
3490	CPLANE2	-0.150944	1.629127255	0.695793364	FALSE
3491	CPLX1	2.5944855	-0.976068888	1.262717746	FALSE
3492	CPLX2	30.133835	-0.477199573	-0.71460511	FALSE
3493	CPLX3	5.403956	0.314658459	-0.257523795	FALSE
3494	CPLX4	76.4043	-0.70121546	-1.648998587	FALSE
3495	CPM	52.883737	0.557623946	0.338187662	FALSE
3496	CPN1	42.284643	0.703267846	-0.561896131	FALSE
3497	CPN2	27.710985	-0.789338932	0.146177692	FALSE
3498	CPNE1	12.850546	0.634706489	0.114582716	FALSE
3499	CPNE2	1.630494	0.563594211	0.354599339	FALSE
3500	CPNE3	68.507405	0.566885681	1.134196634	FALSE
3501	CPNE4	47.44189	-0.868058278	-0.774949788	FALSE
3502	CPNE5	-7.79485	-0.495693267	-1.39477385	FALSE
3503	CPNE6	5.5363705	-0.257610852	0.317895085	FALSE
3504	CPNE7	3.1747565	-0.796550012	0.207138395	FALSE
3505	CPNE8	60.02135	-1.564864711	-1.130020196	FALSE
3506	CPNE9	9.7395025	-0.338650402	-0.605784394	FALSE
3507	CPO	-12.9826	-1.442770076	-0.790493484	FALSE
3508	CPOX	57.917059	0.501568831	0.890885243	FALSE
3509	CPPED1	-27.93345	-1.283603483	-1.058671375	FALSE
3510	CPQ	41.10519	-1.51939097	-0.986947327	FALSE
3511	CPS1	70.555245	0.652591384	-0.068613663	FALSE
3512	CPSF1	-1.3171112	1.779273051	1.393179344	FALSE
3513	CPSF2	21.4944905	1.344461414	0.153167759	FALSE
3514	CPSF3	26.62971175	0.88832819	-0.691164397	FALSE
3515	CPSF4	12.70073	-0.543665348	0.944672451	FALSE
3516	CPSF4L	19.2129095	0.519567245	-0.58374425	FALSE
3517	CPSF6	26.059752	0.353526925	0.844357989	FALSE
3518	CPSF7	18.330097	-0.451519679	-0.138089195	FALSE
3519	CPT1A	20.391249	0.546069513	0.131990271	FALSE
3520	CPT1B	2.9493416	-0.01554498	1.208498854	FALSE
3521	CPT1C	-0.4954265	1.014979621	1.875037775	FALSE
3522	CPT2	33.46905	-1.200136312	-0.514770557	FALSE
3523	CPTP	1.9011535	0.046930396	1.01624341	FALSE
3524	CPVL	43.222755	-0.488478719	-0.718244283	FALSE
3525	CPXCR1	46.5133	-0.528484881	-1.255411147	FALSE
3526	CPXM1	11.10357	-0.923211598	-0.593290027	FALSE
3527	CPXM2	-1.92884	-1.365340621	-1.079646638	FALSE
3528	CPZ	33.123795	-0.60407609	-0.726009385	FALSE
3529	CR1	47.264005	-0.760527343	-1.008701507	FALSE
3530	CR1L	44.936055	0.534710925	-0.774817941	FALSE
3531	CR2	41.980695	-0.371485377	-0.361922207	FALSE
3532	CRABP1	4.77296	0.323550227	-0.237641477	FALSE
3533	CRABP2	11.593184	2.309614644	1.349817416	FALSE
3534	CRACD	71.15029	0.569141271	-0.382024338	FALSE
3535	CRACDL	8.3911425	0.610107898	-0.375231799	FALSE
3536	CRACR2A	38.636955	0.618456931	-0.366384902	FALSE
3537	CRACR2B	5.8054615	2.170134686	-0.124022286	FALSE
3538	CRADD	47.9950086	0.364436314	1.451913342	FALSE
3539	CRAMP1	3.189817	-1.747953188	0.962428215	FALSE
3540	CRAT	-3.22327175	2.243230182	0.793944852	FALSE
3541	CRB1	67.14693	0.992756697	1.42574105	FALSE
3542	CRB2	7.636559	1.132005153	0.211648796	FALSE
3543	CRB3	7.202896	-0.106923224	-0.156472136	FALSE
3544	CRBN	65.7628825	1.467145632	0.41318238	FALSE
3545	CRCP	20.934532	0.157067259	0.778548878	FALSE
3546	CRCT1	-35.6235	-0.894160527	-1.238406179	FALSE
3547	CREB1	36.324699	0.185395821	0.133358103	FALSE
3548	CREB3	10.84806548	0.511200291	0.8357485	FALSE
3549	CREB3L1	21.31313	-0.495628357	-0.65833156	FALSE
3550	CREB3L2	27.646825	-1.257972604	-0.462157566	FALSE
3551	CREB3L3	-4.2664275	-0.576269828	-1.091559357	FALSE
3552	CREB3L4	7.2231855	-1.233774321	0.433496566	FALSE
3553	CREB5	56.311355	0.532568669	-0.306578135	FALSE
3554	CREBBP	7.645319	-0.879042045	0.95875155	FALSE
3555	CREBL2	16.679655	0.272599226	0.04319126	TRUE
3556	CREBRF	11.8070745	1.081400371	2.179532366	FALSE
3557	CREBZF	33.9057145	0.227109764	1.225668613	FALSE
3558	CREG1	39.279956	1.292079492	0.624973447	TRUE
3559	CREG2	19.63691	-1.586505545	-0.192902485	FALSE
3560	CRELD1	2.3133995	0.259298405	-0.158773625	FALSE
3561	CRELD2	3.9809985	2.252568443	-0.18360255	FALSE
3562	CREM	44.236187	0.544011829	-0.114327526	FALSE
3563	CRH	10.7367	-2.047474399	-1.471552584	FALSE
3564	CRHBP	31.29642	0.463565068	0.097365997	FALSE
3565	CRHR1	10.1122225	1.694600324	-1.368234382	FALSE
3566	CRHR2	50.22356	0.221700707	-0.758451839	FALSE
3567	CRIM1	21.52393	-0.664647165	-0.177185272	FALSE
3568	CRIP1	8.9729142	-1.840722268	0.729365251	FALSE
3569	CRIP2	-0.371327	1.363578546	-0.246049496	FALSE
3570	CRIP3	7.4464695	0.355903941	0.100665262	FALSE
3571	CRIPT	21.8847015	1.15094306	0.060360231	FALSE
3572	CRIPTO	29.055095	0.239284468	-1.017763489	FALSE
3573	CRIPTO3	29.19925	-1.435892081	-1.197922876	FALSE
3574	CRISP1	103.014135	0.016894156	-0.767318308	FALSE
3575	CRISP2	-4.5985	-1.198826974	-0.882881895	FALSE
3576	CRISP3	63.57212	-0.939944616	-0.277167757	FALSE
3577	CRISPLD1	89.565345	-0.106705757	-0.887459255	FALSE
3578	CRISPLD2	12.597953	0.702119934	0.540719733	FALSE
3579	CRK	0.823705	1.019241928	-0.115862062	FALSE
3580	CRKL	-1.0746695	0.099525463	0.143857533	FALSE
3581	CRLF1	-3.317877	1.174296124	0.324635824	FALSE
3582	CRLF2	6.180435	0.952204802	-0.351728792	FALSE
3583	CRLF3	14.0033115	-0.639703636	2.072511413	FALSE
3584	CRLS1	35.27283	0.904481772	0.061239032	FALSE
3585	CRMP1	40.19251	-0.811110043	-0.516874578	FALSE
3586	CRNKL1	31.702119	0.123711705	0.820339965	FALSE
3587	CRNN	17.40176	0.114134634	-0.816767828	FALSE
3588	CROCC	0.2239325	0.408474176	0.948095612	FALSE
3589	CROCC2	-2.9724615	0.871667097	-0.079424288	FALSE
3590	CROT	39.52152	-0.758728407	-0.288331909	FALSE
3591	CRP	2.06815	-1.388723343	-1.359918389	FALSE
3592	CRPPA	83.773945	0.533099054	-0.518310078	FALSE
3593	CRTAC1	23.326475	-1.103446619	-0.603612569	FALSE
3594	CRTAM	26.15778	-1.186688103	-1.153335656	FALSE
3595	CRTAP	46.125322	-0.627937061	-0.410191172	FALSE
3596	CRTC1	7.7097603	0.210336749	1.607575262	FALSE
3597	CRTC2	3.5714112	4.071576291	1.112419534	FALSE
3598	CRTC3	14.708174	-0.630411976	0.96129003	FALSE
3599	CRX	3.40623	-1.967683583	-0.210608967	FALSE
3600	CRY1	30.54871	0.256895484	-1.537208823	FALSE
3601	CRY2	18.220519	0.345160362	2.404027363	FALSE
3602	CRYAA	-2.69341975	3.317162058	1.083006631	FALSE
3603	CRYAB	21.3759769	0.612980846	0.86870825	FALSE
3604	CRYBA1	12.9026678	-0.521844788	0.234952044	FALSE
3605	CRYBA2	1.88227	-0.720639577	-1.237330617	FALSE
3606	CRYBA4	0.846855	-1.146552916	-1.306122522	FALSE
3607	CRYBB1	6.5529225	0.868622256	-0.460902174	FALSE
3608	CRYBB2	12.058202	-0.168362222	0.030227543	FALSE
3609	CRYBB3	12.326445	-1.25133382	-0.356455917	FALSE
3610	CRYBG1	69.93993	-1.201511975	-1.163065199	FALSE
3611	CRYBG2	14.146477	-0.479430327	-0.434339328	FALSE
3612	CRYBG3	57.583359	0.813865797	0.904771419	FALSE
3613	CRYGA	59.424366	0.540331756	0.160594632	FALSE
3614	CRYGB	44.11882	-1.45667635	-0.698603139	FALSE
3615	CRYGC	72.157445	0.538848017	-1.159859839	FALSE
3616	CRYGD	52.42597	0.459957989	-0.758591215	FALSE
3617	CRYGN	16.675325	-1.215512143	-0.496079547	FALSE
3618	CRYGS	41.2143068	0.583624588	2.166338474	FALSE
3619	CRYL1	20.19076	0.126847872	-1.008508553	FALSE
3620	CRYM	30.9324948	-1.147622965	0.266412129	FALSE
3621	CRYZ	78.31697	0.744076691	-0.429918409	FALSE
3622	CRYZL1	26.016454	1.246852267	1.651126787	FALSE
3623	CS	16.200475	-0.724693125	-0.067032566	FALSE
3624	CSAD	19.994695	-0.469445848	-0.443166756	FALSE
3625	CSAG1	-15.5601	-0.41144235	-1.429867476	FALSE
3626	CSAG2	14.20968	-0.348424095	-1.073616811	FALSE
3627	CSAG3	9.787975	0.192493284	-0.451978602	FALSE
3628	CSDC2	11.155782	-1.432833474	0.524718184	FALSE
3629	CSDE1	30.866444	0.15997801	-0.172485672	FALSE
3630	CSE1L	16.6573129	1.89585174	1.697230349	FALSE
3631	CSF1	12.041755	0.20455807	-1.199437175	FALSE
3632	CSF1R	7.5431325	-0.131299607	1.126829685	FALSE
3633	CSF2	23.963945	-0.670667396	-0.417424375	FALSE
3634	CSF2RA	17.58848	1.002434203	0.583569043	FALSE
3635	CSF2RB	-29.279785	-0.812370072	-1.371705884	FALSE
3636	CSF3	6.675386	0.533517455	1.166404975	FALSE
3637	CSF3R	4.9493792	1.123568289	0.810857712	FALSE
3638	CSGALNACT1	41.57175	0.3395534	-1.26286381	FALSE
3639	CSGALNACT2	40.26294	-0.499688524	-0.16203156	FALSE
3640	CSH1	15.26841	-0.051920059	0.013296862	FALSE
3641	CSH2	24.43944	-0.782717032	-0.396384716	FALSE
3642	CSHL1	16.479874	-0.977858764	-0.271855556	FALSE
3643	CSK	4.973574	0.202238222	1.569283347	FALSE
3644	CSKMT	7.2014375	-0.296234557	1.086562557	FALSE
3645	CSMD1	32.046805	0.01148199	-0.100744947	FALSE
3646	CSMD2	7.784005	-0.86667559	-0.117252779	FALSE
3647	CSMD3	58.146695	-0.405120533	-0.359211966	FALSE
3648	CSN1S1	38.61447	-0.280513198	-0.253039054	FALSE
3649	CSN2	32.00755	-1.141851041	-0.550711288	FALSE
3650	CSN3	85.834115	0.98131383	-0.0564813	FALSE
3651	CSNK1A1	26.236769	2.083206805	0.713405324	FALSE
3652	CSNK1A1L	72.009105	0.772825464	-1.167161227	FALSE
3653	CSNK1D	1.543938	1.400738826	1.214763535	FALSE
3654	CSNK1E	3.2560548	1.880724283	0.979599904	FALSE
3655	CSNK1G1	21.2037574	0.253997065	0.690826937	FALSE
3656	CSNK1G2	6.4884825	-0.792728938	2.401967052	FALSE
3657	CSNK1G3	50.7182765	0.409105644	0.420447697	FALSE
3658	CSNK2A1	5.455995	-0.868943778	-0.753902899	FALSE
3659	CSNK2A2	19.01103	2.063329287	0.043955392	FALSE
3660	CSNK2A3	54.630115	-0.405158898	-1.092893874	FALSE
3661	CSNK2B	11.4709105	0.358533562	-0.142985026	FALSE
3662	CSNKA2IP	57.86465	-1.383556031	-0.52899264	FALSE
3663	CSPG4	7.814926	-1.416324752	-0.61930247	FALSE
3664	CSPG5	0.509297	-0.823423592	-0.337508158	FALSE
3665	CSPP1	36.485804	0.746593919	-0.868833645	FALSE
3666	CSRNP1	8.11339825	1.950489336	-0.843920942	FALSE
3667	CSRNP2	15.58784	-0.909995111	0.928603628	FALSE
3668	CSRNP3	44.5187425	0.974873259	1.053746896	FALSE
3669	CSRP1	31.560195	-0.315864881	-1.282890574	FALSE
3670	CSRP2	84.48444	-0.699331218	-0.851522595	FALSE
3671	CSRP3	37.215795	0.558264924	-0.522017325	FALSE
3672	CST1	30.282995	-0.91834455	-0.725557821	FALSE
3673	CST11	40.618655	-0.863175098	-0.646354249	FALSE
3674	CST2	33.770985	0.181437635	-1.24688169	FALSE
3675	CST3	32.011335	0.508440713	-0.182663191	FALSE
3676	CST4	52.38265	-0.808124798	-0.988185384	FALSE
3677	CST5	29.682	1.160762567	-0.150423035	FALSE
3678	CST6	-3.160515	-1.608719232	-0.549996564	FALSE
3679	CST7	7.790985	-1.667041009	-1.125298028	FALSE
3680	CST8	30.9604	-0.444623935	-1.032915973	FALSE
3681	CST9	37.73746	0.36195194	-0.339526094	FALSE
3682	CST9L	-30.36465	-1.922018844	-1.234404179	FALSE
3683	CSTA	1.32187	-0.516346705	-0.867325092	FALSE
3684	CSTB	3.254959	-0.412482496	-0.469088095	FALSE
3685	CSTF1	28.229037	1.091359043	1.155341292	FALSE
3686	CSTF2	50.9513745	1.123714447	-0.523590912	FALSE
3687	CSTF2T	68.96535	0.622455567	0.20958469	FALSE
3688	CSTF3	55.701275	-0.837470147	-1.034393221	FALSE
3689	CSTL1	33.356106	-0.074051496	0.017884657	FALSE
3690	CSTPP1	28.577041	-0.56701377	0.384915566	FALSE
3691	CT45A1	45.070855	-0.565909684	-1.037169788	FALSE
3692	CT45A10	32.477165	-1.295114208	-0.898079375	FALSE
3693	CT45A2	27.473095	-1.394112811	-1.632241762	FALSE
3694	CT45A3	30.33846	-0.427226737	-1.425180035	FALSE
3695	CT45A5	5.05405	-1.46179218	-1.699560788	FALSE
3696	CT45A6	26.41862	-1.379100269	-1.211116621	FALSE
3697	CT45A7	30.168935	-1.909302477	-1.03570826	FALSE
3698	CT45A8	22.776485	-0.722606269	-1.232570921	FALSE
3699	CT45A9	3.88687	-1.495576537	-1.190137155	FALSE
3700	CT47A1	0.37354	-1.033547388	-1.021518993	FALSE
3701	CT47A10	-24.18057	-0.264883491	-1.390488852	FALSE
3702	CT47A11	-12.961595	-1.155657456	-1.100658371	FALSE
3703	CT47A2	-7.33776	-1.513406785	-1.180018157	FALSE
3704	CT47A3	-0.872795	-1.686140698	-1.488544826	FALSE
3705	CT47A4	-1.37445	-1.836200148	-1.350114461	FALSE
3706	CT47A5	-10.46285	-1.872405211	-1.421285145	FALSE
3707	CT47A6	-11.221845	-1.834979993	-1.266476011	FALSE
3708	CT47A7	-6.085785	-1.368572883	-1.415255737	FALSE
3709	CT47A8	-9.29757	-1.276585791	-1.428250154	FALSE
3710	CT47A9	-13.779915	-1.095616952	-1.187183258	FALSE
3711	CT47B1	6.229875	-1.21300232	-1.284821708	FALSE
3712	CT47C1	23.24015	-0.783124738	-1.465838155	FALSE
3713	CT55	56.0827	-0.885928627	-1.344128674	FALSE
3714	CT83	47.59512	-1.441634677	-0.750952886	FALSE
3715	CTAG1A	-10.64656	-2.048678172	-1.176499717	FALSE
3716	CTAG1B	-12.879435	-1.897207018	-1.28889011	FALSE
3717	CTAG2	-12.89633	0.142952694	-1.270511896	FALSE
3718	CTAGE1	50.5824	-1.280192269	-1.06675672	FALSE
3719	CTAGE15	14.0523	-1.758151346	-1.230520053	FALSE
3720	CTAGE4	30.40693	-0.046600677	-1.515611894	FALSE
3721	CTAGE6	28.66997	-1.194997656	-1.03035627	FALSE
3722	CTAGE8	37.71015	-1.196191713	-1.007509665	FALSE
3723	CTAGE9	24.0613	-1.784730043	-1.221204558	FALSE
3724	CTBP1	5.5468375	1.430101804	0.91054396	FALSE
3725	CTBP2	31.43096	-0.491742966	-0.172361581	FALSE
3726	CTBS	52.98742	-0.154658172	-0.087499453	FALSE
3727	CTC1	2.733679	1.653603737	2.782080539	FALSE
3728	CTCF	5.988534	2.441234325	2.693937046	FALSE
3729	CTCFL	18.9525	0.533945755	-0.659953066	FALSE
3730	CTDNEP1	-3.13348285	2.893125522	2.424040707	FALSE
3731	CTDP1	12.075404	0.414249849	0.328239584	FALSE
3732	CTDSP1	1.526531	0.416581738	1.402304873	FALSE
3733	CTDSP2	16.868612	0.460184411	0.762943094	FALSE
3734	CTDSPL	18.54255	-1.309956049	-0.904604701	FALSE
3735	CTDSPL2	10.4377619	0.83066488	0.916664576	FALSE
3736	CTF1	1.0368035	0.681929129	-0.692204777	FALSE
3737	CTH	53.88394	0.128010874	-0.595534999	FALSE
3738	CTHRC1	52.410295	-0.846064373	0.250539732	FALSE
3739	CTIF	10.597947	-0.220454248	0.817832607	FALSE
3740	CTLA4	8.208965	-0.366404667	-0.805424558	FALSE
3741	CTNNA1	-8.2805	-1.218565099	-0.51606803	FALSE
3742	CTNNA2	54.653154	0.035577693	0.183303478	FALSE
3743	CTNNA3	82.21799	-0.853874725	-0.210630886	FALSE
3744	CTNNAL1	49.325125	0.567622865	0.83281765	FALSE
3745	CTNNB1	29.638474	0.915292677	0.274100844	FALSE
3746	CTNNBIP1	-8.28282	-0.547694146	-1.086062557	FALSE
3747	CTNNBL1	7.887595	-1.758654903	0.011013263	FALSE
3748	CTNND1	40.9079559	1.645866884	1.324774619	FALSE
3749	CTNND2	74.169185	-0.151692309	-0.515254465	FALSE
3750	CTNS	0.870686	-0.216515394	0.676721133	FALSE
3751	CTPS1	11.309861	-0.182152215	0.920488954	FALSE
3752	CTPS2	35.23137	-1.853451418	-1.19012284	FALSE
3753	CTR9	16.821599	1.543380292	0.49507018	FALSE
3754	CTRB1	4.998355	2.139039055	1.009195287	FALSE
3755	CTRB2	20.4481595	3.12080703	0.266763265	FALSE
3756	CTRC	8.093327	-0.610110586	0.780400722	FALSE
3757	CTRL	0.680187	1.559676122	1.060402731	FALSE
3758	CTSA	2.2987325	0.439205677	-0.338103606	FALSE
3759	CTSB	15.905915	0.18320187	-0.637355264	FALSE
3760	CTSC	101.344125	0.626333937	-1.191033359	FALSE
3761	CTSD	4.7225135	-0.535773569	-0.486578184	FALSE
3762	CTSE	-18.152315	-1.114486168	-0.330997298	FALSE
3763	CTSF	-1.92552	1.334002637	1.052394686	FALSE
3764	CTSG	39.5688	-1.595246472	-1.389251437	FALSE
3765	CTSH	12.545328	0.058115944	-0.192255645	FALSE
3766	CTSK	21.200061	0.00050324	-0.148831955	FALSE
3767	CTSL	21.09043	-0.668951596	-0.821724478	FALSE
3768	CTSO	65.577155	-0.444416032	-0.798707592	FALSE
3769	CTSS	27.971255	-0.093565743	-0.672888862	FALSE
3770	CTSV	19.48971	-0.620429423	-0.765560319	FALSE
3771	CTSW	-5.3538695	-0.161109207	-0.37982495	FALSE
3772	CTSZ	20.465949	0.53811503	0.574529771	FALSE
3773	CTTN	5.2357835	0.995344616	-0.241376094	FALSE
3774	CTTNBP2	65.025502	1.239318746	0.34097418	FALSE
3775	CTTNBP2NL	32.0604395	0.486124154	0.40721828	FALSE
3776	CTU1	6.930901	0.782795085	-0.768453836	FALSE
3777	CTU2	8.13512	1.559312549	0.561671797	FALSE
3778	CTXN1	-0.441134	-1.138729871	2.208559387	FALSE
3779	CTXN2	50.58059	-1.005045121	0.506604829	FALSE
3780	CTXN3	86.06879	-0.00329187	-1.324716582	FALSE
3781	CTXND1	18.51577	-1.360385068	-1.005812914	FALSE
3782	CTXND2	16.32674	-0.338314992	-0.821914095	FALSE
3783	CUBN	42.120325	-0.777899785	-1.101659674	FALSE
3784	CUEDC1	6.82516	2.772910203	0.659609697	FALSE
3785	CUEDC2	10.5216155	0.759086149	0.969103876	FALSE
3786	CUL1	32.680369	1.435086762	0.654396158	FALSE
3787	CUL2	60.411351	0.119774658	0.460624692	FALSE
3788	CUL3	55.760063	0.430900499	-0.073238912	FALSE
3789	CUL4A	18.855685	0.768660913	3.671125202	FALSE
3790	CUL4B	45.174706	-0.84412161	0.212157496	FALSE
3791	CUL5	32.80316	-0.275895217	-1.076507899	FALSE
3792	CUL7	6.616173	0.092720096	-0.424769317	FALSE
3793	CUL9	10.5138022	0.735776788	1.249972629	FALSE
3794	CUTA	0.8427004	0.472267355	1.394405447	FALSE
3795	CUTC	13.55468	-1.232761096	-0.43558602	FALSE
3796	CUX1	12.46890725	0.26969318	0.441708578	FALSE
3797	CUX2	-5.14745	-1.496079415	-1.368757008	FALSE
3798	CUZD1	5.841695	-1.196727295	-1.492627117	FALSE
3799	CWC15	49.1410058	0.128025386	1.526483285	FALSE
3800	CWC22	75.869729	0.37961735	0.589411729	FALSE
3801	CWC25	4.2631475	1.278193746	-0.688300202	FALSE
3802	CWC27	59.036815	-0.792884631	0.563152987	FALSE
3803	CWF19L1	12.096747	1.189902414	0.113568526	FALSE
3804	CWF19L2	56.969727	0.315030976	0.182532519	FALSE
3805	CWH43	76.52965	-1.934633248	-0.845573586	FALSE
3806	CX3CL1	11.4992355	0.486122008	0.564751528	FALSE
3807	CX3CR1	37.243975	0.40518784	-0.942348514	FALSE
3808	CXADR	31.897625	0.489086707	0.880594799	FALSE
3809	CXCL1	87.50628	-0.434214383	-1.053795796	FALSE
3810	CXCL10	51.6301	0.17954882	-0.84174669	FALSE
3811	CXCL11	75.37155	-0.246236809	-0.287510692	FALSE
3812	CXCL12	27.846715	0.033291705	-1.027473218	FALSE
3813	CXCL13	76.167465	-0.818430646	-1.224275081	FALSE
3814	CXCL14	25.678175	-0.594324535	0.107362047	FALSE
3815	CXCL16	-11.498535	-1.592190661	-0.694021512	FALSE
3816	CXCL17	13.548284	0.486306736	3.135145978	FALSE
3817	CXCL2	50.7269	0.105013942	-0.55135786	FALSE
3818	CXCL3	51.574715	-0.414859567	-0.835007078	FALSE
3819	CXCL5	31.2378	-1.662211823	-1.354866331	FALSE
3820	CXCL6	43.1067	-0.928390518	-1.085023398	FALSE
3821	CXCL8	12.0677	-1.57500692	-0.814294485	FALSE
3822	CXCL9	69.389315	0.635686533	-0.582295314	FALSE
3823	CXCR1	28.17706	-0.98832469	-1.05153911	FALSE
