gene	cv_FXS_zscore	NPC_BREACH	Pearson_rho_wFMRP	q_value_wFMRP	q_value_wFMRP_neglog10	
FSCN1	1.201419374	FALSE	0.510184235	0.084986596	1.070649567	
FSCN2	-0.006684672	FALSE	0.633230139	0.016333565	1.786919024	
FSCN3	-0.247587375	FALSE	0.478382975	0.084986596	1.070649567	
FSD1	-0.020738587	FALSE	0.487993873	0.084986596	1.070649567	
FSD1L	0.245828419	FALSE	0.506967614	0.084986596	1.070649567	
FSIP1	-0.719782395	FALSE	0.57546154	0.043530314	1.361208197	
FST	0.491782422	FALSE	0.588718288	0.035960486	1.444174447	
FSTL1	0.662484704	FALSE	0.521292663	0.083044864	1.080687224	
FSTL3	0.546807838	FALSE	0.529215247	0.076476198	1.116473714	
FSTL4	-0.901891045	FALSE	0.467937544	0.084986596	1.070649567	
FTCD	0.339131655	FALSE	0.468398795	0.084986596	1.070649567	
FTCDNL1	-0.876131956	FALSE	0.468614642	0.084986596	1.070649567	
FTH1	1.42070929	FALSE	0.592956201	0.033623974	1.473350958	
FTL	0.567037496	FALSE	0.473225985	0.084986596	1.070649567	
FTO	0.088265376	FALSE	0.512534833	0.084986596	1.070649567	
FTSJ1	0.872805928	FALSE	0.487150743	0.084986596	1.070649567	
FTSJ3	1.121352585	FALSE	0.480243049	0.084986596	1.070649567	
FUBP1	0.669652445	FALSE	0.468368338	0.084986596	1.070649567	
FUBP3	1.155981923	FALSE	0.534096774	0.072673912	1.13862146	
FUCA1	-0.86478694	FALSE	0.485033029	0.084986596	1.070649567	
FUCA2	0.501031233	FALSE	0.467328654	0.084986596	1.070649567	
FUNDC1	-1.448087248	FALSE	0.655183557	0.010511458	1.978337034	
FUNDC2	0.551084297	FALSE	0.656816096	0.010267156	1.988549827	
FUOM	1.075308147	FALSE	0.521740586	0.082644125	1.082788014	
FURIN	-0.7467806	FALSE	0.4689847	0.084986596	1.070649567	
FUS	-0.665020776	FALSE	0.524804933	0.080322674	1.09516184	
FUT10	-0.782974034	FALSE	0.484858994	0.084986596	1.070649567	
FUT11	-0.155241979	FALSE	0.474099117	0.084986596	1.070649567	
FUT4	-0.252350828	FALSE	0.580035251	0.040316072	1.394521792	
FUT7	0.973859276	FALSE	0.491873836	0.084986596	1.070649567	
FUT8	-0.270456953	FALSE	0.616492488	0.022303347	1.651629963	
FUZ	0.79955937	FALSE	0.535053817	0.07199351	1.142706653	
FXN	-0.783806457	FALSE	0.625441076	0.018948041	1.722435674	
FXR1	0.139379821	FALSE	0.474352692	0.084986596	1.070649567	
FXR2	1.003796939	FALSE	0.466590366	0.084986596	1.070649567	
FXYD1	1.257198837	FALSE	0.478086816	0.084986596	1.070649567	
FXYD2	0.292968759	FALSE	0.508756762	0.084986596	1.070649567	
FXYD5	-0.904642168	FALSE	0.558750721	0.054868478	1.260677085	
FXYD6	-0.876686274	FALSE	0.611899614	0.024168603	1.61674846	
FXYD7	0.771908814	FALSE	0.560464111	0.054012554	1.267505285	
FYB1	-0.368448945	FALSE	0.469977003	0.084986596	1.070649567	
FYCO1	0.420295642	FALSE	0.565781747	0.050030408	1.300765958	
FYN	0.201061006	FALSE	0.484277205	0.084986596	1.070649567	
FYTTD1	-1.147154976	FALSE	0.480917305	0.084986596	1.070649567	
FZD1	-0.567198987	FALSE	0.482225746	0.084986596	1.070649567	
FZD2	-0.641917348	FALSE	0.479704167	0.084986596	1.070649567	
FZD3	-0.683936976	FALSE	0.502247361	0.084986596	1.070649567	
FZD5	0.268861217	FALSE	0.474769933	0.084986596	1.070649567	
FZD6	-0.7725734	FALSE	0.541359297	0.06822958	1.166027302	
FZD7	0.422037112	FALSE	0.49179543	0.084986596	1.070649567	
FZD8	-0.76268171	FALSE	0.482029754	0.084986596	1.070649567	
FZR1	-0.73803308	FALSE	0.466938202	0.084986596	1.070649567	
G0S2	-0.756562291	FALSE	0.514217845	0.084986596	1.070649567	
G2E3	0.580767075	FALSE	0.531494767	0.075040926	1.124701815	
G3BP1	-0.11613974	FALSE	0.48160043	0.084986596	1.070649567	
G3BP2	-0.416958795	FALSE	0.466509057	0.084986596	1.070649567	
G6PC3	0.028423543	FALSE	0.475990486	0.084986596	1.070649567	
G6PD	0.54522227	FALSE	0.468840742	0.084986596	1.070649567	
GAA	-0.27444903	FALSE	0.467303256	0.084986596	1.070649567	
GAB1	0.077001429	FALSE	0.487292509	0.084986596	1.070649567	
GAB2	0.001367583	FALSE	0.470623955	0.084986596	1.070649567	
GAB3	-0.773525926	FALSE	0.505663811	0.084986596	1.070649567	
GABARAP	1.091212868	FALSE	0.54155094	0.06822958	1.166027302	
GABARAPL1	-0.605261228	FALSE	0.501011328	0.084986596	1.070649567	
GABARAPL2	-0.149876808	FALSE	0.537294588	0.07052504	1.15165666	
GABBR1	-0.97843697	FALSE	0.55894806	0.054702426	1.261993413	
GABPA	0.181414924	FALSE	0.473446228	0.084986596	1.070649567	
GABPB1	-0.690587076	FALSE	0.466414506	0.084986596	1.070649567	
GABPB2	-0.106559148	FALSE	0.471394415	0.084986596	1.070649567	
GABRD	1.016779242	FALSE	0.511256626	0.084986596	1.070649567	
GABRR2	-0.155743112	FALSE	0.466454575	0.084986596	1.070649567	
GADD45A	0.083317117	FALSE	0.472954719	0.084986596	1.070649567	
GADD45B	0.224433552	FALSE	0.521908662	0.082586286	1.083092066	
GADD45G	-0.271159599	FALSE	0.501988118	0.084986596	1.070649567	
GADD45GIP1	-1.118656152	FALSE	0.541000777	0.068290553	1.16563937	
GAK	0.724241228	FALSE	0.473357204	0.084986596	1.070649567	
GAL3ST1	0.694431482	FALSE	0.56137357	0.053309139	1.273198329	
GAL3ST4	0.432287227	FALSE	0.472001027	0.084986596	1.070649567	
GALC	-0.604276003	FALSE	0.483925225	0.084986596	1.070649567	
GALE	0.563928068	FALSE	0.468353461	0.084986596	1.070649567	
GALK1	0.001778803	FALSE	0.514388843	0.084986596	1.070649567	
GALK2	-0.520608376	FALSE	0.539700085	0.069025311	1.160991626	
GALM	-0.648124446	FALSE	0.472523179	0.084986596	1.070649567	
GALNS	0.789934261	FALSE	0.490334517	0.084986596	1.070649567	
GALNT1	-0.650568966	FALSE	0.466823119	0.084986596	1.070649567	
GALNT10	0.660982166	FALSE	0.482297891	0.084986596	1.070649567	
GALNT11	-1.304832043	FALSE	0.533041122	0.073572481	1.133284598	
GALNT12	0.782207464	FALSE	0.471182731	0.084986596	1.070649567	
GALNT14	-1.086676294	FALSE	0.491217538	0.084986596	1.070649567	
GALNT2	0.252114599	FALSE	0.522632715	0.081936071	1.086524866	
GALNT3	-0.598356593	FALSE	0.480338932	0.084986596	1.070649567	
GALNT4	0.22678796	FALSE	0.481729143	0.084986596	1.070649567	
GALNT6	-1.356875285	FALSE	0.533082807	0.073572481	1.133284598	
GALNT7	0.172150651	FALSE	0.466492738	0.084986596	1.070649567	
GALNT8	-0.086004026	FALSE	0.592491769	0.033894541	1.46987024	
GALNT9	0.63171773	FALSE	0.50010098	0.084986596	1.070649567	
GALNTL6	0.658107098	FALSE	0.523966188	0.08102463	1.091382944	
GALR2	1.90115721	FALSE	0.472519674	0.084986596	1.070649567	
GALT	0.100445703	FALSE	0.482321186	0.084986596	1.070649567	
GAMT	0.928198593	FALSE	0.637744832	0.015114961	1.820592967	
GAN	-0.645126928	FALSE	0.622149144	0.020143902	1.695856398	
GANAB	0.977145072	FALSE	0.549185287	0.062475786	1.20428827	
GANC	0.255717234	FALSE	0.490772758	0.084986596	1.070649567	
GAPDH	1.394007004	FALSE	0.472381127	0.084986596	1.070649567	
GAPT	-0.45677405	FALSE	0.467535579	0.084986596	1.070649567	
GAPVD1	0.4014906	FALSE	0.484010725	0.084986596	1.070649567	
GAR1	-0.092619003	FALSE	0.646882845	0.012486699	1.903552369	
GAREM2	1.980468843	FALSE	0.469808215	0.084986596	1.070649567	
GARNL3	-0.201688149	FALSE	0.794939614	9.09E-05	4.041517987	
GARS1	0.174003254	FALSE	0.519522209	0.084667262	1.072284482	
GART	-0.937251097	FALSE	0.481246163	0.084986596	1.070649567	
GAS1	-0.940933932	FALSE	0.489937958	0.084986596	1.070649567	
GAS2	1.54640344	FALSE	0.555982326	0.05693244	1.2446402	
GAS2L1	3.031200286	FALSE	0.502688877	0.084986596	1.070649567	
GAS2L3	-1.450817121	FALSE	0.617560593	0.021868275	1.660185469	
GAS6	-0.641431073	FALSE	0.500832216	0.084986596	1.070649567	
GAS7	0.017035401	FALSE	0.696216784	0.003520524	2.453392636	
GAS8	-0.574754161	FALSE	0.686201257	0.004692413	2.328603727	
GASK1B	-0.491188036	FALSE	0.498253354	0.084986596	1.070649567	
GATA1	1.288778667	FALSE	0.488756599	0.084986596	1.070649567	
GATA2	-0.097843606	FALSE	0.519922303	0.084260901	1.074373901	
GATA3	2.567517389	FALSE	0.512467604	0.084986596	1.070649567	
GATA6	2.714709898	FALSE	0.469491544	0.084986596	1.070649567	
GATAD1	-1.133290785	FALSE	0.528062642	0.077690429	1.109632481	
GATAD2A	0.114458904	FALSE	0.472068234	0.084986596	1.070649567	
GATAD2B	0.594540036	FALSE	0.495285562	0.084986596	1.070649567	
GATB	-0.033773605	FALSE	0.49304923	0.084986596	1.070649567	
GATC	-0.115158692	FALSE	0.51213096	0.084986596	1.070649567	
GATD1	1.290713418	FALSE	0.479193947	0.084986596	1.070649567	
GATM	-0.092013446	FALSE	0.471861667	0.084986596	1.070649567	
GBA2	1.284267501	FALSE	0.488921663	0.084986596	1.070649567	
GBE1	-0.199392023	FALSE	0.490709642	0.084986596	1.070649567	
GBF1	0.594106229	FALSE	0.651923229	0.011109182	1.954317933	
GBGT1	0.109238485	FALSE	0.46788797	0.084986596	1.070649567	
GBP1	0.239115104	FALSE	0.466400529	0.084986596	1.070649567	
GBP2	0.566445361	FALSE	0.469812879	0.084986596	1.070649567	
GBP3	-1.158410544	FALSE	0.568194397	0.048201351	1.31694079	
GBP4	-0.880456532	FALSE	0.468871073	0.084986596	1.070649567	
GBP5	-0.110078693	FALSE	0.471674062	0.084986596	1.070649567	
GBP6	-0.977593486	FALSE	0.484636421	0.084986596	1.070649567	
GCA	-0.001818189	FALSE	0.478014493	0.084986596	1.070649567	
GCAT	0.598132784	FALSE	0.471684644	0.084986596	1.070649567	
GCC1	0.847732796	FALSE	0.490516464	0.084986596	1.070649567	
GCC2	-1.096386501	FALSE	0.484891306	0.084986596	1.070649567	
GCDH	0.948811614	FALSE	0.508107117	0.084986596	1.070649567	
GCFC2	-1.144783865	FALSE	0.554043687	0.05878788	1.230712202	
GCH1	0.152750553	FALSE	0.479589368	0.084986596	1.070649567	
GCHFR	0.481728917	FALSE	0.530304105	0.075856906	1.120004873	
GCK	0.986003677	FALSE	0.539140226	0.069262516	1.159501739	
GCLC	-0.220307914	FALSE	0.467734219	0.084986596	1.070649567	
GCLM	-0.034481222	FALSE	0.46702686	0.084986596	1.070649567	
GCM1	-1.509804946	FALSE	0.507752226	0.084986596	1.070649567	
GCN1	-0.604911242	FALSE	0.4947179	0.084986596	1.070649567	
GCNA	-0.984751067	FALSE	0.467208812	0.084986596	1.070649567	
GCNT1	-0.755997058	FALSE	0.466749752	0.084986596	1.070649567	
GCNT2	-0.050584031	FALSE	0.486641347	0.084986596	1.070649567	
GCNT4	0.343973536	FALSE	0.470968496	0.084986596	1.070649567	
GCSAM	-1.193173395	FALSE	0.472327396	0.084986596	1.070649567	
GCSAML	-0.741707392	FALSE	0.485898248	0.084986596	1.070649567	
GCSH	0.304499462	FALSE	0.573812901	0.044461916	1.352011827	
GDAP1	-0.492157064	FALSE	0.483331536	0.084986596	1.070649567	
GDAP2	-0.04869342	FALSE	0.505580102	0.084986596	1.070649567	
GDE1	0.251827737	FALSE	0.476718773	0.084986596	1.070649567	
GDF10	0.521499635	FALSE	0.485726857	0.084986596	1.070649567	
GDF11	0.874258685	FALSE	0.534839799	0.07199351	1.142706653	
GDF15	-0.472274203	FALSE	0.478532319	0.084986596	1.070649567	
GDF7	0.974597259	FALSE	0.466582652	0.084986596	1.070649567	
GDF9	-0.852359235	FALSE	0.567492973	0.048624886	1.313141407	
GDI1	1.427102238	FALSE	0.503554611	0.084986596	1.070649567	
GDI2	-0.752656837	FALSE	0.493070889	0.084986596	1.070649567	
GDPD1	-0.364020338	FALSE	0.523386366	0.081300602	1.08990624	
GDPD3	-1.096735242	FALSE	0.482056653	0.084986596	1.070649567	
GDPD5	-0.147490934	FALSE	0.492145989	0.084986596	1.070649567	
GDPGP1	-0.036368672	FALSE	0.553952356	0.058887001	1.229980565	
GEM	0.351342637	FALSE	0.488375282	0.084986596	1.070649567	
GEMIN2	0.886507566	FALSE	0.468917548	0.084986596	1.070649567	
GEMIN4	0.536241728	FALSE	0.505407305	0.084986596	1.070649567	
GEMIN5	-0.820291847	FALSE	0.558958145	0.054702426	1.261993413	
GEMIN6	-0.991319235	FALSE	0.469549622	0.084986596	1.070649567	
GEMIN7	-0.528005553	FALSE	0.484670257	0.084986596	1.070649567	
GEMIN8	-0.338339325	FALSE	0.475027016	0.084986596	1.070649567	
GEN1	1.170312072	FALSE	0.527872504	0.077923757	1.108330117	
GET1	0.41138146	FALSE	0.488971799	0.084986596	1.070649567	
GET3	0.775594633	FALSE	0.493946532	0.084986596	1.070649567	
GET4	0.469133082	FALSE	0.497371381	0.084986596	1.070649567	
GFAP	0.335302339	FALSE	0.502413142	0.084986596	1.070649567	
GFER	1.670022123	FALSE	0.514868513	0.084986596	1.070649567	
GFI1	-0.235258238	FALSE	0.491057748	0.084986596	1.070649567	
GFI1B	0.193968887	FALSE	0.466850928	0.084986596	1.070649567	
GFM1	0.642966082	FALSE	0.466641572	0.084986596	1.070649567	
GFM2	0.189608329	FALSE	0.485042792	0.084986596	1.070649567	
GFOD1	0.197423988	FALSE	0.4685416	0.084986596	1.070649567	
GFOD2	-0.49273122	FALSE	0.489650718	0.084986596	1.070649567	
GFPT1	-1.22895644	FALSE	0.469942363	0.084986596	1.070649567	
GFPT2	0.042636073	FALSE	0.550262914	0.061638264	1.210149605	
GFRA2	-0.422143334	FALSE	0.468370591	0.084986596	1.070649567	
GGA1	0.604627393	FALSE	0.466819801	0.084986596	1.070649567	
GGA2	0.495311532	FALSE	0.506388415	0.084986596	1.070649567	
GGA3	-0.729591225	FALSE	0.49459514	0.084986596	1.070649567	
GGACT	-0.767212577	FALSE	0.47677223	0.084986596	1.070649567	
GGCT	-0.567451605	FALSE	0.504058336	0.084986596	1.070649567	
GGCX	-0.000950834	FALSE	0.476363378	0.084986596	1.070649567	
GGH	-0.071134489	FALSE	0.466347976	0.084986596	1.070649567	
GGN	1.640618695	FALSE	0.466380967	0.084986596	1.070649567	
GGNBP2	-0.60709117	FALSE	0.508937301	0.084986596	1.070649567	
GGPS1	-0.707948966	FALSE	0.497445914	0.084986596	1.070649567	
GGT1	0.044455535	FALSE	0.467814324	0.084986596	1.070649567	
GGT5	-0.885178257	FALSE	0.640028061	0.014370744	1.842520734	
GGT7	0.011235198	FALSE	0.470240511	0.084986596	1.070649567	
GHDC	0.028181483	FALSE	0.476371095	0.084986596	1.070649567	
GHITM	-0.479480076	FALSE	0.535330137	0.071879933	1.143392334	
GHRL	-1.092701817	FALSE	0.592177402	0.034102525	1.46721347	
GID4	-0.595310604	FALSE	0.58241129	0.039123728	1.407559769	
GID8	1.025677693	FALSE	0.485512086	0.084986596	1.070649567	
GIGYF1	1.078281407	FALSE	0.469721217	0.084986596	1.070649567	
GIGYF2	-1.596862673	FALSE	0.496996115	0.084986596	1.070649567	
GIMAP1	-1.377954498	FALSE	0.482158761	0.084986596	1.070649567	
GIMAP2	-1.372538799	FALSE	0.475438769	0.084986596	1.070649567	
GIMAP4	-1.004703765	FALSE	0.472525907	0.084986596	1.070649567	
GIMAP5	0.33912029	FALSE	0.496113049	0.084986596	1.070649567	
GIMAP6	-0.631297235	FALSE	0.574251939	0.044203901	1.354539403	
GIMAP7	-0.923858477	FALSE	0.549719631	0.06215191	1.206545518	
GIMAP8	-0.483604771	FALSE	0.591828477	0.034184085	1.466176043	
GIN1	-1.519267837	FALSE	0.500174114	0.084986596	1.070649567	
GINM1	-0.423363536	FALSE	0.550081073	0.061821211	1.208862491	
GINS1	-0.918776313	FALSE	0.467758321	0.084986596	1.070649567	
GINS2	0.440821685	FALSE	0.51515408	0.084986596	1.070649567	
GINS3	-0.776994023	FALSE	0.498870689	0.084986596	1.070649567	
GINS4	-1.140167899	FALSE	0.499451358	0.084986596	1.070649567	
GIPC1	-0.656973292	FALSE	0.515789661	0.084986596	1.070649567	
GIPC2	-0.128665084	FALSE	0.467988972	0.084986596	1.070649567	
GIPC3	0.978023339	FALSE	0.486893014	0.084986596	1.070649567	
GIPR	2.151055022	FALSE	0.486867937	0.084986596	1.070649567	
GIT1	0.230123202	FALSE	0.470921153	0.084986596	1.070649567	
GIT2	0.197158471	FALSE	0.470535288	0.084986596	1.070649567	
GJA3	-1.461044381	FALSE	0.515049521	0.084986596	1.070649567	
GJA4	-0.06244853	FALSE	0.474977079	0.084986596	1.070649567	
GJB6	-1.044326921	FALSE	0.469906323	0.084986596	1.070649567	
GJC2	3.594610141	FALSE	0.478594314	0.084986596	1.070649567	
GJC3	-0.845788167	FALSE	0.475169923	0.084986596	1.070649567	
GK	0.332138237	FALSE	0.504586225	0.084986596	1.070649567	
GK5	-0.764133617	FALSE	0.491095629	0.084986596	1.070649567	
GKAP1	0.603160437	FALSE	0.513152301	0.084986596	1.070649567	
GLA	-0.777151734	FALSE	0.469545315	0.084986596	1.070649567	
GLB1	-0.553699871	FALSE	0.496446103	0.084986596	1.070649567	
GLB1L	1.304983706	FALSE	0.478829978	0.084986596	1.070649567	
GLB1L2	-0.085986851	FALSE	0.467381144	0.084986596	1.070649567	
GLB1L3	0.761641684	FALSE	0.602587039	0.028378468	1.547011054	
GLCCI1	-0.195213648	FALSE	0.541250296	0.06822958	1.166027302	
GLCE	0.467246742	FALSE	0.467830571	0.084986596	1.070649567	
GLDC	-1.283144216	FALSE	0.47964413	0.084986596	1.070649567	
GLE1	-0.753033751	FALSE	0.572320526	0.045497745	1.342010131	
GLG1	0.089675891	FALSE	0.466311967	0.084986596	1.070649567	
GLI1	1.292442437	FALSE	0.469010675	0.084986596	1.070649567	
GLI4	0.110543542	FALSE	0.540930133	0.068290553	1.16563937	
GLIPR1	-0.618974814	FALSE	0.466632356	0.084986596	1.070649567	
GLIPR1L2	0.331760798	FALSE	0.484588349	0.084986596	1.070649567	
GLIPR2	-0.32423595	FALSE	0.467821916	0.084986596	1.070649567	
GLIS2	0.138879998	FALSE	0.475046486	0.084986596	1.070649567	
GLIS3	0.898466595	FALSE	0.468936988	0.084986596	1.070649567	
GLMN	-1.732565723	FALSE	0.4729183	0.084986596	1.070649567	
GLMP	0.285147913	FALSE	0.488535273	0.084986596	1.070649567	
GLO1	-0.812612021	FALSE	0.507362451	0.084986596	1.070649567	
GLOD4	0.364034636	FALSE	0.502346514	0.084986596	1.070649567	
GLRX	-1.014653094	FALSE	0.477617484	0.084986596	1.070649567	
GLRX2	0.645897471	FALSE	0.468620815	0.084986596	1.070649567	
GLRX3	-0.230763008	FALSE	0.701427547	0.003138078	2.503336249	
GLRX5	-0.534010782	FALSE	0.606682281	0.026525694	1.576333241	
GLS	-0.381111094	FALSE	0.514175774	0.084986596	1.070649567	
GLS2	-0.890190695	FALSE	0.471531028	0.084986596	1.070649567	
GLT1D1	0.396739137	TRUE	0.469597118	0.084986596	1.070649567	
GLT8D1	0.100931839	FALSE	0.473097168	0.084986596	1.070649567	
GLTP	0.871477698	FALSE	0.532967039	0.073609592	1.133065591	
GLTPD2	0.035934368	FALSE	0.467053526	0.084986596	1.070649567	
GLUD1	-1.099342225	FALSE	0.476066183	0.084986596	1.070649567	
GLUL	-0.105711926	FALSE	0.467903532	0.084986596	1.070649567	
GLYATL2	-0.043225629	FALSE	0.472702742	0.084986596	1.070649567	
GLYCTK	-0.838812196	FALSE	0.466342482	0.084986596	1.070649567	
GLYR1	-0.100981482	FALSE	0.46628045	0.084986596	1.070649567	
GM2A	-0.420532871	FALSE	0.739836609	0.000972818	3.01196833	
GMCL1	-0.66798072	FALSE	0.474961712	0.084986596	1.070649567	
GMDS	-0.317474311	FALSE	0.49006297	0.084986596	1.070649567	
GMEB1	0.181097074	FALSE	0.545376021	0.065593919	1.183136421	
GMEB2	1.870697437	FALSE	0.469928542	0.084986596	1.070649567	
GMFB	-0.326569618	FALSE	0.468977834	0.084986596	1.070649567	
GMFG	0.075574214	FALSE	0.569727459	0.047140171	1.326608848	
GMIP	1.586522389	FALSE	0.466254741	0.084986596	1.070649567	
GMNN	-1.922336217	FALSE	0.468715287	0.084986596	1.070649567	
GMPPA	0.245225678	FALSE	0.48524047	0.084986596	1.070649567	
GMPPB	0.064242551	FALSE	0.466864848	0.084986596	1.070649567	
GMPR	0.776878019	FALSE	0.470600976	0.084986596	1.070649567	
GMPR2	2.281427805	FALSE	0.46641537	0.084986596	1.070649567	
GMPS	0.461882908	FALSE	0.494818206	0.084986596	1.070649567	
GNA11	-0.009322963	FALSE	0.492647202	0.084986596	1.070649567	
GNA12	-0.97932352	FALSE	0.470174936	0.084986596	1.070649567	
GNA13	-0.279115838	FALSE	0.473810785	0.084986596	1.070649567	
GNA14	-0.437834983	FALSE	0.572641475	0.045280652	1.344087327	
GNA15	-0.143202558	FALSE	0.466499854	0.084986596	1.070649567	
GNAI1	-1.15650789	FALSE	0.476063001	0.084986596	1.070649567	
GNAI2	1.04663403	FALSE	0.477808909	0.084986596	1.070649567	
GNAI3	-0.879965164	FALSE	0.468152393	0.084986596	1.070649567	
GNAL	1.103126086	FALSE	0.473256569	0.084986596	1.070649567	
GNAO1	0.637627927	FALSE	0.526007201	0.079412049	1.100113597	
GNAQ	-0.734880529	FALSE	0.468401832	0.084986596	1.070649567	
GNAS	0.730339874	FALSE	0.579871941	0.040431977	1.393275025	
GNAT2	0.187884776	FALSE	0.523505338	0.081202326	1.090431532	
GNAZ	-0.945864877	FALSE	0.569493159	0.047317262	1.324980398	
GNB1	0.559119767	FALSE	0.475795536	0.084986596	1.070649567	
GNB1L	-0.61669982	FALSE	0.563956218	0.051256074	1.290254663	
GNB2	-0.654185758	FALSE	0.503252298	0.084986596	1.070649567	
GNB3	0.327844505	FALSE	0.510556418	0.084986596	1.070649567	
GNB4	-1.446601352	FALSE	0.466254139	0.084986596	1.070649567	
GNB5	-0.99950208	FALSE	0.46628435	0.084986596	1.070649567	
GNE	-0.932323218	FALSE	0.488495108	0.084986596	1.070649567	
GNG10	0.6537832	FALSE	0.493008507	0.084986596	1.070649567	
GNG11	-0.596022484	FALSE	0.497621223	0.084986596	1.070649567	
GNG2	0.299222863	FALSE	0.4985578	0.084986596	1.070649567	
GNG3	1.727700359	FALSE	0.494461452	0.084986596	1.070649567	
GNG5	-1.153916941	FALSE	0.518198248	0.084986596	1.070649567	
GNG7	0.083082814	FALSE	0.524699415	0.080405849	1.094712356	
GNG8	0.700429173	FALSE	0.475689667	0.084986596	1.070649567	
GNGT2	-0.489950249	FALSE	0.535219887	0.071884642	1.143363884	
GNL1	0.968596679	FALSE	0.573767418	0.044495663	1.351682322	
GNL2	-0.353800517	FALSE	0.46739818	0.084986596	1.070649567	
GNL3	0.602444576	FALSE	0.474893671	0.084986596	1.070649567	
GNL3L	-0.933839537	FALSE	0.474847639	0.084986596	1.070649567	
GNLY	0.423159773	FALSE	0.467099416	0.084986596	1.070649567	
GNMT	-0.770982726	FALSE	0.467110943	0.084986596	1.070649567	
GNPAT	0.013496304	FALSE	0.523085859	0.081610363	1.08825469	
GNPDA1	-0.359596502	FALSE	0.466561544	0.084986596	1.070649567	
GNPDA2	1.597189907	FALSE	0.46792744	0.084986596	1.070649567	
GNPNAT1	2.204719278	FALSE	0.467228439	0.084986596	1.070649567	
GNPTAB	-0.431224291	FALSE	0.478395564	0.084986596	1.070649567	
GNPTG	-0.162908519	FALSE	0.466527376	0.084986596	1.070649567	
GNRH1	0.485802611	FALSE	0.467891374	0.084986596	1.070649567	
GNS	1.031612087	FALSE	0.500620085	0.084986596	1.070649567	
GOLGA1	0.195676391	FALSE	0.532620912	0.073953106	1.131043583	
GOLGA2	-0.872801126	FALSE	0.483944395	0.084986596	1.070649567	
GOLGA3	-1.037910386	FALSE	0.493630491	0.084986596	1.070649567	
GOLGA4	-0.743922442	FALSE	0.466313796	0.084986596	1.070649567	
GOLGA5	-1.609969747	FALSE	0.472231446	0.084986596	1.070649567	
GOLGA6L10	0.703659578	FALSE	0.49059276	0.084986596	1.070649567	
GOLGA6L4		FALSE	0.571898138	0.045694359	1.340137407	
GOLGA6L9	0.076673786	FALSE	0.502776168	0.084986596	1.070649567	
GOLGA7	-1.218265231	FALSE	0.490440465	0.084986596	1.070649567	
GOLGA7B	-0.512689505	FALSE	0.466394026	0.084986596	1.070649567	
GOLGA8A	-0.424023541	FALSE	0.624895245	0.019208638	1.71650342	
GOLGA8B	0.46193689	FALSE	0.544890678	0.065790229	1.181838599	
GOLGA8H	1.79950954	FALSE	0.592056337	0.03414833	1.466630534	
GOLGA8K	1.577760213	FALSE	0.554134899	0.058746587	1.231017362	
GOLGA8M	1.687136551	FALSE	0.532611473	0.073953106	1.131043583	
GOLGA8N	4.107913402	FALSE	0.546993584	0.064290099	1.191855903	
GOLGA8O	1.844353823	FALSE	0.589363084	0.035752032	1.446699271	
GOLGA8Q	5.163605545	FALSE	0.503842952	0.084986596	1.070649567	
GOLGA8R	2.60912866	FALSE	0.553148313	0.059521222	1.225328164	
GOLGA8T	2.264328469	FALSE	0.56596669	0.049997196	1.301054353	
GOLGB1	-0.273448456	FALSE	0.466356457	0.084986596	1.070649567	
GOLIM4	-0.114979509	FALSE	0.485198219	0.084986596	1.070649567	
GOLM1	0.15141284	FALSE	0.482967343	0.084986596	1.070649567	
GOLPH3	-0.103940733	FALSE	0.538057303	0.069956404	1.155172524	
GOLPH3L	-0.065956137	FALSE	0.476981548	0.084986596	1.070649567	
GOLT1A	-0.050776219	FALSE	0.467339772	0.084986596	1.070649567	
GOLT1B	1.884954341	FALSE	0.50466687	0.084986596	1.070649567	
GON4L	-0.00381129	FALSE	0.510063322	0.084986596	1.070649567	
GON7	-0.586182252	FALSE	0.482422908	0.084986596	1.070649567	
GOPC	0.824061629	FALSE	0.552919155	0.059614015	1.22465163	
GORAB	-0.36230146	FALSE	0.551902699	0.060332611	1.219447879	
GORASP1	-0.214656343	FALSE	0.708346346	0.002535105	2.596004047	
GORASP2	-1.278251357	FALSE	0.4673065	0.084986596	1.070649567	
GOSR1	0.2699944	FALSE	0.467958035	0.084986596	1.070649567	
GOSR2	-0.034043314	FALSE	0.597072244	0.031338643	1.503919814	
GOT1	0.940383733	FALSE	0.48383976	0.084986596	1.070649567	
GOT2	0.096402034	FALSE	0.519472596	0.084676308	1.072238086	
GP1BA	0.095006318	FALSE	0.483834341	0.084986596	1.070649567	
GP1BB	1.480684089	FALSE	0.513158965	0.084986596	1.070649567	
GP5	-0.42007606	FALSE	0.537158461	0.070532768	1.151609072	
GP6	0.16758233	FALSE	0.502375164	0.084986596	1.070649567	
GP9	-1.245987163	FALSE	0.499209592	0.084986596	1.070649567	
GPA33	0.218353944	FALSE	0.49080416	0.084986596	1.070649567	
GPAA1	-0.930520995	FALSE	0.466257979	0.084986596	1.070649567	
GPALPP1	1.471483337	FALSE	0.470286973	0.084986596	1.070649567	
GPAM	0.523729242	FALSE	0.47309617	0.084986596	1.070649567	
GPANK1	0.822755157	FALSE	0.466472846	0.084986596	1.070649567	
GPAT2	0.249788035	FALSE	0.466255716	0.084986596	1.070649567	
GPAT3	-0.102315111	FALSE	0.466358657	0.084986596	1.070649567	
