gene,Pearson_rho_Gene
EIF1AD,0.0006599
EIF1AX,-0.03984365
EIF1AY,0.415434948
EIF1B,0.1738495
EIF2A,-0.121229141
EIF2AK1,-0.181366833
EIF2AK2,-0.003849754
EIF2AK3,-0.205408353
EIF2AK4,-0.165660502
EIF2B1,-0.24913733
EIF2B2,-0.2838482
EIF2B3,0.315414839
EIF2B4,0.121012167
EIF2B5,0.08322768
EIF2D,0.282064021
EIF2S1,-0.067118622
EIF2S2,0.287644769
EIF2S3,0.06413928
EIF3A,-0.274209543
EIF3B,0.136510986
EIF3C,0.454691908
EIF3CL,-0.165878994
EIF3D,0.63496126
EIF3E,0.124528025
EIF3F,0.297848687
EIF3G,0.409546839
EIF3H,0.35994492
EIF3I,0.520340541
EIF3J,-0.012740709
EIF3K,0.600474772
EIF3L,0.21753833
EIF3M,0.069341228
EIF4A1,0.251979127
EIF4A2,-0.155885079
EIF4A3,0.155720282
EIF4B,0.050968624
EIF4E,-0.290717203
EIF4E2,0.267823883
EIF4E3,-0.205018562
EIF4EBP1,0.202563343
EIF4EBP2,0.009252994
EIF4EBP3,0.399332076
EIF4ENIF1,-0.276490802
EIF4G1,0.273820392
EIF4G2,0.027586925
EIF4G3,-0.485893146
EIF4H,-0.015361241
EIF5,-0.140997246
EIF5A,0.391002363
EIF5A2,0.274155476
EIF5AL1,-0.061648754
EIF5B,0.329739092
EIF6,0.32262822
EIPR1,0.469599213
ELAC1,0.48948404
ELAC2,-0.040470581
ELANE,0.038405332
ELAVL1,-0.444961254
ELF1,-0.049717382
ELF2,-0.023027174
ELF3,-0.172652543
ELF4,-0.299286823
ELFN2,-0.064485094
ELK1,-0.116769229
ELK3,-0.177722347
ELK4,-0.319388353
ELL,-0.014342411
ELL2,-0.31352211
ELL3,0.33551398
ELMO1,-0.012828243
ELMO2,-0.083252566
ELMO3,0.271392852
ELMOD2,-0.278431166
ELMOD3,-0.103691221
ELOA,-0.32194697
ELOB,0.514619906
ELOC,0.237874517
ELOF1,0.283363313
ELOVL1,0.348289867
ELOVL3,0.000352836
ELOVL4,0.020299647
ELOVL5,-0.028383525
ELOVL6,0.077132637
ELOVL7,-0.141704526
ELP1,-0.04198771
ELP2,0.280896498
ELP3,-0.120825131
ELP4,-0.19640833
ELP5,0.301899226
ELP6,0.336122495
EMB,-0.270019563
EMC1,-0.297810861
EMC10,-0.041543282
EMC2,-0.14316342
EMC3,0.269137169
EMC4,0.383305818
EMC6,0.195445166
EMC7,0.482288914
EMC8,0.17089269
EMC9,-0.015212388
EMD,0.540472801
EME1,0.054512992
EME2,0.000210428
EMG1,-0.153252578
EMID1,0.122811441
EMILIN1,0.443119128
EMILIN2,-0.077315729
EML2,-0.266018144
EML3,0.162200744
EML4,-0.132282622
EML5,-0.239662847
EML6,-0.238212915
EMP1,-0.180127281
EMP3,0.332373292
EMSY,0.048394273
ENAH,0.133275082
ENC1,-0.192911947
ENDOD1,0.366103101
ENDOG,0.226499839
ENDOU,0.335931635
ENDOV,0.003798613
ENG,0.011431831
ENGASE,-0.30010906
ENHO,0.132631989
ENKD1,0.34216715
ENKUR,0.396184167
ENO1,0.195167544
ENO2,0.07389962
ENO3,0.09591229
ENOPH1,0.074456203
ENOSF1,-0.086752217
ENOX2,-0.110394731
ENPP1,0.224933021
ENPP2,-0.010458439
ENPP3,-0.173345061
ENPP4,-0.456472936
ENPP5,-0.398869819
ENSA,0.63984641
ENTHD1,0.466683699
ENTPD1,-0.187644731
ENTPD2,0.07234886
ENTPD4,-0.158009077
ENTPD5,-0.285927986
ENTPD6,-0.164592302
ENTPD7,-0.296240055
ENTR1,0.382741052
ENY2,-0.042576787
EOGT,-0.191407432
EOLA1,0.145809854
EOLA2,0.196677814
EOMES,-0.416754088
EP300,-0.377956592
EP400,-0.218356971
EPAS1,-0.165951391
EPB41,0.214575381
EPB41L2,-0.280766572
EPB41L3,-0.283888784
EPB41L4A,-0.094620848
EPB41L5,-0.115177311
EPB42,-0.158485964
EPC1,0.184458011
EPC2,-0.142644322
EPCAM,0.328399414
EPDR1,-0.314415911
EPG5,-0.551126509
EPHA1,0.154400305
EPHA2,0.30919064
EPHA4,-0.529284985
EPHB1,0.559426293
EPHB2,-0.487402768
EPHB3,-0.296145266
EPHB4,0.361928621
EPHB6,0.295776818
EPHX1,-0.239077034
EPHX2,0.560166734
EPHX3,-0.111970242
EPHX4,-0.234473148
EPM2A,-0.080769273
EPM2AIP1,-0.253432493
EPN1,0.230941312
EPN2,0.173923591
EPOP,-0.273827498
EPOR,0.22519468
EPPK1,-0.010908688
EPRS1,0.154801193
EPS15,-0.361713592
EPS15L1,0.431927594
EPS8,-0.278242136
EPS8L1,-0.20040893
EPS8L2,0.424171299
EPSTI1,-0.064136265
EPX,-0.096893638
ERAL1,0.19066255
ERAP1,0.098174837
ERAP2,0.315615184
ERBB2,-0.258583494
ERBB3,0.02810278
ERBIN,-0.160465308
ERC1,-0.268048687
ERCC1,-0.087710077
ERCC2,0.112410073
ERCC3,-0.340939487
ERCC4,-0.272517488
ERCC5,0.290399608
ERCC6,-0.031590578
ERCC6L,0.017187099
ERCC6L2,-0.122108244
ERCC8,0.023827295
EREG,0.126818435
ERF,0.160015718
ERFE,0.074239523
ERFL,0.129315912
ERG,-0.277017673
ERG28,0.304230825
ERGIC1,0.197526795
ERGIC2,0.119703206
ERGIC3,0.320926108
ERH,-0.054259941
ERI1,-0.27157687
ERI2,-0.277408851
ERI3,0.358642645
ERICH1,0.04957516
ERICH5,0.374533639
ERLEC1,0.01925165
ERLIN1,-0.171258832
ERLIN2,0.0150376
ERMAP,-0.060857419
ERMARD,-0.151663153
ERMN,-0.29980956
ERMP1,-0.423820904
ERN1,-0.061183329
ERO1A,0.202261683
ERO1B,-0.337899793
ERP27,-0.102945754
ERP29,0.228045313
ERP44,0.234008427
ERRFI1,-0.174104136
ERV3-1,-0.209231793
ESAM,0.385755749
ESCO1,0.118394272
ESCO2,0.017197195
ESD,0.416185512
ESF1,-0.045960084
ESM1,0.124306806
ESPL1,-0.181753989
ESPN,0.124974035
ESR1,-0.105984901
ESR2,-0.213342185
ESRP2,-0.143784772
ESRRA,0.032150614
ESRRB,-0.013216461
ESS2,0.147383605
ESYT1,-0.09448441
ESYT2,-0.384658033
ETAA1,-0.117816033
ETF1,0.290898019
ETFA,-0.045080773
ETFB,0.402438306
ETFBKMT,0.000243165
ETFDH,-0.345830944
ETFRF1,0.065441288
ETHE1,0.201192829
ETNK1,-0.533780116
ETNK2,0.325065611
ETS1,-0.075216566
ETS2,-0.099955013
ETV2,0.307998781
ETV3,-0.296374176
ETV5,0.164522354
ETV6,0.043015899
ETV7,-0.071321174
EVA1A,0.10059814
EVA1B,0.155837716
EVA1C,0.379882127
EVC,-0.401056234
EVC2,-0.336529409
EVI2A,0.264547968
EVI2B,0.162146421
EVI5,-0.262261777
EVI5L,-0.144509872
EVL,0.294223746
EVPL,-0.052533168
EWSR1,0.065050464
EXD2,-0.147605973
EXD3,0.186889967
EXO1,-0.292398081
EXO5,-0.187977413
EXOC1,-0.244815689
EXOC2,-0.427216017
EXOC3,0.24012833
EXOC3L1,0.050764213
EXOC3L2,-0.073682307
EXOC4,-0.084529128
EXOC5,-0.121203822
EXOC6,0.161464407
EXOC6B,-0.26180289
EXOC7,0.263500085
EXOC8,-0.167988376
EXOG,-0.414509612
EXOSC1,-0.053830938
EXOSC10,-0.099076397
EXOSC2,0.317248033
EXOSC3,-0.362038633
EXOSC4,0.204527209
EXOSC5,0.373102711
EXOSC6,-0.230882892
EXOSC7,0.296617239
EXOSC8,0.111133084
EXOSC9,0.020169786
EXPH5,0.416131851
EXT1,0.00135
EXT2,-0.358552407
EXTL2,-0.512510078
EXTL3,-0.074308504
EYA2,-0.155232653
EYA3,0.068313487
EYS,0.097123015
EZH1,0.162161425
EZH2,-0.424117247
EZHIP,-0.090702299
EZR,-0.297761255
F11R,0.243040641
F12,0.122743302
F13A1,-0.063654073
F2R,-0.19038032
F2RL1,0.149134918
F2RL3,0.028019956
F3,-0.35603638
F5,-0.058909627
F7,-0.448029462
F8,-0.017427681
F8A1,0.529949144
F8A3,-0.462153058
FA2H,-0.142429484
FAAH,-0.164933441
FAAH2,0.664054637
FAAP100,0.094000147
FAAP20,0.320512978
FAAP24,0.315340744
FABP4,-0.018390588
FABP5,0.281904551
FADD,0.024220816
FADS1,-0.58054819
FADS2,-0.115464351
FADS3,-0.062164182
FAF1,0.327918479
FAF2,-0.32089802
FAH,0.319488373
FAHD1,0.128274421
FAHD2A,0.135989341
FAHD2B,-0.255876156
FAIM,0.230590386
FAIM2,0.166355576
FAM107B,0.020294903
FAM110A,0.259043749
FAM110B,-0.428901655
FAM110C,-0.463312
FAM111A,-0.566836094
FAM111B,-0.401461838
FAM114A1,-0.251088977
FAM114A2,-0.686966478
FAM117A,-0.016256005
FAM117B,-0.158057766
FAM118A,-0.222889183
FAM118B,-0.195840479
FAM120A,-0.415674432
FAM120AOS,0.16109474
FAM120B,-0.015794914
FAM120C,-0.116828838
FAM124B,-0.489114069
FAM131A,0.004250146
FAM131B,-0.180363395
FAM133B,-0.178095183
FAM135A,-0.377645559
FAM136A,0.120116185
FAM13A,-0.386235079
FAM13B,-0.220308276
FAM149A,-0.047666508
FAM149B1,-0.402161933
FAM151B,-0.472021011
FAM153A,-0.103880259
FAM153B,-0.300957043
FAM156A,-0.168609781
FAM156B,-0.03253362
FAM161A,-0.241317247
FAM161B,-0.433480284
FAM162A,0.721666279
FAM167A,-0.257290016
FAM167B,-0.066930732
FAM168A,-0.435830065
FAM168B,-0.226744336
FAM169A,-0.207549667
FAM171A1,-0.055056512
FAM171A2,-0.128089976
FAM171B,0.157905211
FAM174A,0.311162872
FAM174B,0.295419944
FAM174C,0.305931423
FAM177A1,0.398314995
FAM177B,0.190750336
FAM178B,0.086362369
FAM180B,-0.267914
FAM184A,0.606410915
FAM184B,0.066799414
FAM185A,-0.273808333
FAM187A,-0.062263036
FAM193A,-0.075182974
FAM193B,0.095077899
FAM199X,-0.352015325
FAM200A,-0.590151682
FAM200B,0.210551027
FAM204A,0.225822783
FAM209A,0.631957276
FAM209B,0.20393919
FAM20A,-0.157612491
FAM20B,-0.277351803
FAM20C,-0.143335711
FAM210A,-0.127348386
FAM210B,-0.084601369
FAM216A,0.215990618
FAM217B,-0.130373862
FAM219A,-0.275762911
FAM219B,-0.023287361
FAM221A,-0.140492838
FAM221B,0.140729957
FAM222A,0.372836774
FAM222B,-0.482604605
FAM227B,0.387024935
FAM228A,0.034233129
FAM228B,-0.020988354
FAM229A,0.347255489
FAM229B,-0.341084363
FAM234A,-0.051206306
FAM234B,-0.388176333
FAM241A,-0.165322924
FAM241B,0.280453952
FAM24B,0.395312205
FAM32A,0.311220095
FAM3A,0.200501348
FAM3B,0.482271903
FAM3C,-0.044778001
FAM3D,0.406366676
FAM43A,-0.245013606
FAM47E,0.114019652
FAM50A,0.343383163
FAM50B,0.021985717
FAM53A,-0.071123378
FAM53B,0.139152643
FAM53C,0.222817857
FAM72A,-0.492012592
FAM72B,-0.462220336
FAM72C,-0.257070038
FAM72D,-0.10948129
FAM76A,0.021316527
FAM76B,-0.251459314
FAM78A,0.030982146
FAM78B,-0.276940716
FAM81A,-0.055507286
FAM81B,0.14261548
FAM83A,-0.309987832
FAM83D,-0.099974567
FAM83F,0.255620134
FAM83G,-0.257223298
FAM83H,-0.040952667
FAM86B1,0.358527746
FAM89A,0.021633993
FAM89B,0.294257503
FAM8A1,0.003006222
FAM90A1,-0.350039391
FAM91A1,-0.273270957
FAM98A,-0.528323575
FAM98B,-0.385837296
FAM98C,0.240238827
FAM9B,-0.375657212
FAN1,-0.368089513
FANCA,-0.246661011
FANCB,0.269069679
FANCC,-0.113574422
FANCD2,-0.001065427
FANCE,0.022093616
FANCF,-0.332484485
FANCG,-0.071160161
FANCI,-0.238087467
FANCL,-0.303965476
FANCM,-0.14632137
FANK1,-0.259103239
FAP,-0.03109754
FAR1,-0.275213316
FAR2,-0.056084618
FARP1,0.593569111
FARP2,-0.365042255
FARS2,0.51660018
FARSA,-0.036092268
FARSB,-0.113413491
FAS,0.057445277
FASLG,-0.428896988
FASN,-0.005635202
FASTK,0.211597864
FASTKD1,0.078608849
FASTKD2,-0.182438813
FASTKD3,-0.282096952
FASTKD5,0.159376039
FAT4,-0.279394204
FAU,0.617291181
FAXDC2,0.005266602
FBF1,0.228834795
FBH1,-0.034326656
FBL,0.67989207
FBLN1,-0.055595595
FBLN2,0.098539913
FBLN5,-0.183528453
FBLN7,0.061756222
FBN1,-0.146266311
FBN2,-0.253609394
FBP1,-0.187171772
FBRS,0.263085769
FBRSL1,-0.00201076
FBXL12,0.017605295
FBXL13,0.041206195
FBXL14,-0.056809296
FBXL15,0.206813232
FBXL16,0.174982741
FBXL17,-0.117508007
FBXL18,0.024657952
FBXL19,0.014870189
FBXL20,-0.174446717
FBXL22,-0.040254469
FBXL3,-0.056768995
FBXL4,-0.42568066
FBXL5,-0.096975355
FBXL6,0.061937499
FBXL8,-0.102095587
FBXO10,0.064840942
FBXO11,0.009874228
FBXO15,0.192213141
FBXO16,-0.063956666
FBXO2,0.211246256
FBXO21,0.038434115
FBXO22,-0.331447906
FBXO24,-0.255335331
FBXO25,0.242565909
FBXO27,-0.333885556
FBXO28,-0.222925785
FBXO3,-0.350995499
FBXO30,-0.535754057
FBXO31,0.168673456
FBXO32,-0.023724484
FBXO33,0.182444956
FBXO34,-0.144590374
FBXO36,0.22971772
FBXO38,-0.067757033
FBXO39,-0.333632554
FBXO4,0.16121171
FBXO41,-0.320486707
FBXO42,-0.21475486
FBXO43,-0.535301018
FBXO44,0.175383018
FBXO45,-0.547195391
FBXO46,0.119623174
FBXO48,-0.443112529
FBXO5,-0.25997344
FBXO6,-0.149567036
FBXO7,0.077472831
FBXO8,-0.311692785
FBXO9,-0.266435924
FBXW11,-0.334268433
FBXW2,-0.123491943
FBXW4,0.607511851
FBXW5,0.210973684
FBXW7,0.094440433
FBXW8,-0.192938663
FBXW9,0.153880523
FCAR,0.24132094
FCER1A,-0.118036313
FCER1G,0.081511492
FCER2,0.241963577
FCF1,-0.214564357
FCGBP,-0.073325016
FCGR1A,-0.301774432
FCGR2A,0.154039713
FCGR2B,-0.311720034
FCGR2C,-0.518801108
FCGR3A,-0.201825856
FCGR3B,0.107562884
FCGRT,0.293023844
FCHO1,0.118129365
FCHO2,-0.161584856
FCHSD1,-0.032033281
FCHSD2,0.207788342
FCMR,0.089400653
FCN1,-0.490816922
FCRL1,-0.480087388
FCRL2,-0.512454023
FCRL3,-0.549439271
FCRL5,-0.305833465
FCRL6,-0.304043186
FCRLA,-0.157254555
FCRLB,-0.317901235
FCSK,0.082021577
FDFT1,0.366902399
FDPS,0.292044742
FDX1,-0.146839996
FDX2,0.377368907
FDXACB1,-0.630716433
FDXR,0.137591993
FECH,-0.217264873
FEM1A,0.023965193
FEM1B,-0.292969572
FEM1C,-0.111060425
FEN1,-0.046249947
FER,-0.108903876
FERMT2,-0.49896916
FERMT3,0.168446912
FES,-0.167389894
FEZ1,0.184540648
FEZ2,-0.126113775
FFAR2,0.23583803
FFAR3,-0.216129635
FFAR4,-0.514738032
FGD2,-0.303233485
FGD3,0.349280558
FGD4,-0.158907753
FGD6,-0.307949131
FGF11,0.414397948
FGF13,-0.052309067
FGF17,-0.190045189
FGF22,-0.099210913
FGF8,0.586242763
FGF9,0.275223602
FGFBP1,-0.208226622
FGFBP2,-0.14327859
FGFBP3,0.082127221
FGFR1,-0.136717933
FGFR1OP2,-0.135642047
FGFR2,-0.311388794
FGFR4,0.186392846
FGFRL1,0.044025755
FGGY,0.385778809
FGL2,-0.099505521
FGR,-0.173246877
FH,0.008132556
FHAD1,-0.218449216
FHDC1,0.026317339
FHIT,0.271812112
FHL1,0.305534367
FHL2,0.296951479
FHL3,0.317191451
FHOD1,-0.064170181
FIBCD1,0.461596159
FIBP,0.343155039
FICD,-0.225123659
FIG4,-0.133757028
FIGNL1,-0.213714543
FIGNL2,-0.125075437
FILIP1L,-0.317119746
FIP1L1,0.230430049
FIS1,0.308424618
FITM1,0.311576311
FITM2,-0.228414436
FIZ1,0.122380301
FKBP10,-0.30224551
FKBP11,0.264294856
FKBP14,-0.383419202
FKBP15,-0.42475093
FKBP1A,0.187493218
FKBP1B,-0.143159003
FKBP1C,0.129387256
FKBP2,0.299337477
FKBP3,0.358223898
FKBP4,0.135245039
FKBP5,0.095167459
FKBP6,-0.303816679
FKBP7,-0.181089383
FKBP8,0.195703351
FKBP9,0.052396647
FKBPL,0.362474226
FKRP,-0.282466285
FKTN,0.107442782
FLACC1,0.064566722
FLAD1,0.071356355
FLCN,-0.468917823
FLI1,-0.053925585
FLII,0.413480633
FLNA,0.361559697
FLNB,0.088818346
FLOT1,0.234698731
FLOT2,0.136168778
FLT1,-0.019858754
FLT3,0.024852821
FLT3LG,0.507837838
FLT4,0.231530413
FLVCR1,-0.032049013
FLVCR2,-0.303358284
FLYWCH1,0.226091085
FLYWCH2,0.331851879
FMC1,0.301007378
FMN1,-0.088145246
FMNL1,0.238168786
FMNL2,-0.238771007
FMNL3,0.19732256
FMO1,0.061256158
FMO4,-0.394950329
FMO5,-0.293924521
FMR1,-0.218573708
FN1,-0.026432893
FN3K,0.212265405
FN3KRP,0.370408259
FNBP1,0.06050948
FNBP1L,-0.005498437
FNBP4,-0.160483858
FNDC10,0.171101654
FNDC11,0.31966613
FNDC3A,-0.344961068
FNDC3B,-0.264622672
FNIP1,0.050919767
FNIP2,-0.34440774
FNTA,0.028539695
FNTB,0.286715703
FOCAD,-0.298991042
FOLR2,-0.146551847
FOLR3,0.204756772
FOS,-0.57543783
FOSB,0.528769654
FOSL1,0.465520574
FOSL2,-0.171266458
FOXC1,0.210527591
FOXD1,-0.117418973
FOXD2,-0.084337988
FOXD4,-0.188480862
FOXH1,0.001096052
FOXJ1,0.181229833
FOXJ2,-0.147488364
FOXJ3,-0.26393847
FOXK1,-0.148336002
FOXK2,-0.514463899
FOXM1,-0.236418495
FOXN2,-0.313817975
FOXN3,-0.0978269
FOXO1,0.009007354
FOXO3,0.173128566
FOXO3B,-0.442331525
FOXO4,0.04238191
FOXO6,-0.178066119
FOXP1,0.232588654
FOXP3,0.043107304
FOXP4,-0.392617005
FOXRED1,0.044415458
FOXRED2,0.043031951
FPGS,0.573604822
FPGT,-0.315639737
FPR1,0.362566616
FPR2,-0.084587648
FPR3,-0.285139492
FRA10AC1,-0.113725334
FRAT1,0.092089921
FRAT2,0.107485392
FREM1,0.018702941
FRG1,0.74894677
FRMD3,0.001134591
FRMD4A,-0.093997593
FRMD4B,-0.066122781
FRMD6,0.24109304
FRMD8,0.123393671
FRMPD3,-0.383839641
FRRS1,-0.45305857
FRS2,-0.279029214
FRS3,-0.459167959
FRY,-0.125555702
FRYL,-0.263880608
FSBP,-0.346292656
FSCN1,0.248653875
FSCN2,0.409830598
FSCN3,0.061422782
FSD1,0.035637884
FSD1L,-0.352625408
FSIP1,0.216597687
FST,0.580649898
FSTL1,0.367945805
FSTL3,-0.322155756
FSTL4,0.310468792
FTCD,-0.076849919
FTCDNL1,-0.196451129
FTH1,0.566072389
FTL,0.287383816
FTO,-0.344039542
FTSJ1,0.176475762
FTSJ3,0.279939727
FUBP1,-0.103582704
FUBP3,-0.456650135
FUCA1,0.188358703
FUCA2,-0.291074064
FUNDC1,0.620238101
FUNDC2,0.448208471
FUOM,0.22330122
FURIN,0.068880726
FUS,0.329071737
FUT10,-0.30153231
FUT11,-0.348857295
FUT4,-0.459784179
FUT7,0.214678192
FUT8,-0.404246235
FUZ,0.423909051
FXN,0.487041253
FXR1,-0.003252763
FXR2,0.019076917
FXYD1,0.112615371
FXYD2,0.418655345
FXYD5,0.438155409
FXYD6,-0.395263036
FXYD7,0.485288572
FYB1,-0.089076722
FYCO1,-0.495368842
FYN,-0.135794042
FYTTD1,-0.045316362
FZD1,-0.284152354
FZD2,-0.168043397
FZD3,-0.253383228
FZD5,-0.191081111
FZD6,-0.244847722
FZD7,-0.258974783
FZD8,-0.29889303
FZR1,-0.042785643
G0S2,0.316943517
G2E3,-0.415144495
G3BP1,-0.21687078
G3BP2,-0.13149628
G6PC3,0.151478868
G6PD,0.232915825
GAA,0.126759056
GAB1,-0.158938301
GAB2,-0.01398897
GAB3,-0.239163642
GABARAP,0.418668669
GABARAPL1,0.348548394
GABARAPL2,0.468941649
GABBR1,-0.389154193
GABPA,-0.194451194
GABPB1,-0.160300311
GABPB2,-0.059688471
GABRD,-0.307576521
GABRR2,-0.057968354
GADD45A,-0.163921269
GADD45B,-0.227886807
GADD45G,0.359354547
GADD45GIP1,0.296775266
GAK,0.217823634
GAL3ST1,-0.30472968
GAL3ST4,0.111301289
GALC,-0.280239735
GALE,0.079865549
GALK1,0.298312553
GALK2,0.115369203
GALM,-0.027475586
GALNS,0.032160733
GALNT1,-0.151064425
GALNT10,-0.088886967
GALNT11,-0.365867227
GALNT12,-0.157141883
GALNT14,0.306243052
GALNT2,-0.359418063
GALNT3,-0.216830473
GALNT4,-0.121701164
GALNT6,-0.39041
GALNT7,-0.178068558
GALNT8,0.371483234
GALNT9,0.208614961
GALNTL6,-0.288364569
GALR2,-0.079679042
GALT,-0.145974402
GAMT,0.5558812
GAN,-0.342893131
GANAB,-0.358665575
GANC,-0.319553051
GAPDH,0.154596875
GAPT,-0.157093308
GAPVD1,-0.257138205
GAR1,0.492190598
GAREM2,-0.007008686
GARNL3,-0.605068136
GARS1,0.204659177
GART,-0.295094461
GAS1,0.1390904
GAS2,0.36680226
GAS2L1,0.193356301
GAS2L3,0.272892365
GAS6,0.222351528
GAS7,-0.589018345
GAS8,0.62764939
GASK1B,-0.348719763
GATA1,0.197766368
GATA2,-0.055401907
GATA3,-0.120429165
GATA6,0.034994677
GATAD1,-0.370258898
GATAD2A,-0.044612858
GATAD2B,-0.184000816
GATB,0.091430042
GATC,-0.323836414
GATD1,0.153626912
GATD3B,0.26484788
GATM,-0.117520758
GBA2,-0.140423126
GBE1,0.123019131
GBF1,-0.559679965
GBGT1,-0.061991386
GBP1,-0.094605301
GBP2,0.151847897
GBP3,-0.507121384
GBP4,-0.088482976
GBP5,-0.129864054
GBP6,-0.139286504
GCA,0.024549566
GCAT,0.276134906
GCC1,0.290307637
GCC2,-0.097366844
GCDH,0.246216658
GCFC2,0.196604954
GCH1,-0.255509879
GCHFR,0.202526124
GCK,0.315946299
GCLC,-0.140031524
GCLM,-0.157444694
GCM1,0.305327925
GCN1,-0.200278484
GCNA,0.017162261
GCNT1,-0.161862502
GCNT2,-0.297117444
GCNT4,-0.110564953
GCSAM,-0.141365887
GCSAML,-0.079230936
GCSH,0.303819123
GDAP1,-0.225174355
GDAP2,-0.323384855
GDE1,0.020551071
GDF10,-0.202617971
GDF11,0.469198062
GDF15,-0.020559587
GDF7,-0.01157773
GDF9,-0.303018671
GDI1,-0.032026562
GDI2,0.124255393
GDPD1,-0.423563348
GDPD3,0.259955535
GDPD5,-0.199100652
GDPGP1,-0.407452466
GEM,-0.256046292
GEMIN2,-0.012290393
GEMIN4,-0.171972105
GEMIN5,-0.442950777
GEMIN6,-0.017276881
GEMIN7,0.161666884
GEMIN8,0.182631045
GEN1,-0.387472034
GET1,-0.012790195
GET3,0.278395044
GET4,0.348508455
GFAP,-0.016737157
GFER,0.312484832
GFI1,-0.367568502
GFI1B,0.21260993
GFM1,-0.164662289
GFM2,-0.20805103
GFOD1,-0.266593588
GFOD2,0.300961071
GFPT1,-0.249893289
GFPT2,-0.147697932
GFRA2,-0.072670663
GGA1,-0.005030625
GGA2,-0.331279625
GGA3,-0.256388353
GGACT,-0.111184046
GGCT,0.255291428
GGCX,0.050217799
GGH,0.02811407
GGN,-0.108278602
GGNBP2,0.224571786
GGPS1,0.305113632
GGT1,0.161760532
GGT5,0.60732714
GGT7,0.159453008
GHDC,0.118674407
GHITM,0.313550502
GHRL,0.534320323
GID4,-0.377592958
GID8,0.162293538
GIGYF1,-0.071994807
GIGYF2,-0.254815516
GIMAP1,0.042718407
GIMAP2,-0.225197496
GIMAP4,-0.120058289
GIMAP5,0.022113641
GIMAP6,-0.503321324
GIMAP7,-0.290064106
GIMAP8,-0.572496646
GIN1,0.024387123
GINM1,-0.014073163
GINS1,-0.098468351
GINS2,0.165008224
GINS3,-0.360429528
GINS4,0.158233672
GIPC1,0.307162963
GIPC2,-0.187952632
GIPC3,0.338282173
GIPR,-0.140997566
GIT1,-0.151146509
GIT2,0.109915123
GJA3,-0.139766722
GJA4,0.093580445
GJB6,0.106167559
GJC2,0.101226312
GJC3,0.194485492
GK,-0.11158746
GK5,-0.343311207
GKAP1,0.363538023
GLA,0.022271929
GLB1,0.144180535
GLB1L,-0.31012289
GLB1L2,0.070877702
GLB1L3,-0.449415425
GLCCI1,-0.445471685
GLCE,-0.047391224
GLDC,-0.216009544
GLE1,-0.525903414
GLG1,-0.089010819
GLI1,-0.002337399
GLI4,0.378458381
GLIPR1,-0.023490813
GLIPR1L2,0.260293369
GLIPR2,0.031024518
GLIS2,-0.073091791
GLIS3,0.108342261
GLMN,-0.266662447
GLMP,0.025313056
GLO1,0.061308806
GLOD4,0.036429132
GLRX,0.082059517
GLRX2,-0.049078344
GLRX3,0.507710435
GLRX5,0.385764388
GLS,-0.373140928
GLS2,-0.183599385
GLT1D1,0.269741492
GLT8D1,0.058237305
GLTP,0.151013528
GLTPD2,-0.134635448
GLUD1,-0.303528421
GLUL,0.083500111
GLYATL2,0.196340691
GLYCTK,0.055403029
GLYR1,-0.096913074
GM2A,-0.590613882
GMCL1,0.079251963
GMDS,0.092811204
GMEB1,-0.313995837
GMEB2,0.124269748
GMFB,-0.167626796
GMFG,0.512996904
GMIP,0.089329813
GMNN,-0.196538078
GMPPA,0.100153472
GMPPB,-0.107680291
GMPR,0.174472756
GMPR2,0.248275565
GMPS,0.166134401
GNA11,-0.259218854
GNA12,-0.086270809
GNA13,-0.136278864
GNA14,-0.195292943
GNA15,0.044394742
GNAI1,0.333150375
GNAI2,0.318704287
GNAI3,0.148662247
GNAL,-0.002057423
GNAO1,0.202264429
GNAQ,0.016612069
GNAS,0.464569932
GNAT2,-0.183787409
GNAZ,0.45416832
GNB1,-0.012498472
GNB1L,0.369246244
GNB2,0.40532435
GNB3,0.315954507
GNB4,-0.134138177
GNB5,0.080516084
GNE,-0.271742359
GNG10,0.37454551
GNG11,0.251154292
GNG2,-0.35007191
GNG3,-0.104105069
GNG5,0.276248771
GNG7,-0.013987177
GNG8,0.159695417
GNGT2,-0.125202049
GNL1,0.464057069
GNL2,0.095666604
GNL3,0.040970668
GNL3L,0.02684742
GNLY,-0.02975564
GNMT,0.231546995
GNPAT,-0.276494087
GNPDA1,0.026944853
GNPDA2,-0.069020376
GNPNAT1,-0.126664298
GNPTAB,-0.327527484
GNPTG,0.209656914
GNRH1,-0.009291411
GNS,-0.30814635
GOLGA1,-0.223679115
GOLGA2,0.179843362
GOLGA3,-0.350407672
GOLGA4,-0.167504289
GOLGA5,-0.08276573
GOLGA6L10,-0.053685823
GOLGA6L4,-0.455269873
GOLGA6L9,-0.182481924
GOLGA7,0.105641199
GOLGA7B,0.222712873
GOLGA8A,-0.563108215
GOLGA8B,-0.373566724
GOLGA8H,-0.475258407
GOLGA8K,-0.400549631
GOLGA8M,-0.301894237
GOLGA8N,-0.374487809
GOLGA8O,-0.499328004
GOLGA8Q,-0.306748062
GOLGA8R,-0.434330303
GOLGA8T,-0.304291202
GOLGB1,-0.002270791
GOLIM4,-0.387995498
GOLM1,-0.329556756
GOLPH3,-0.422295989
GOLPH3L,-0.251237901
GOLT1A,-0.18132206
GOLT1B,-0.420976318
GON4L,-0.166808598
