gene	cv_FXS_zscore
ELOC	0.008950165
ELOF1	0.351726489
ELOVL1	-0.159566633
ELOVL2	-1.981354956
ELOVL3	1.915608371
ELOVL4	-0.118110579
ELOVL5	-0.27798409
ELOVL6	1.123612913
ELOVL7	-0.44541688
ELP1	-1.152059336
ELP2	-0.931151027
ELP3	1.048989716
ELP4	0.617940981
ELP5	0.19302712
ELP6	0.071134008
ELSPBP1	-1.304794111
EMB	0.564938736
EMC1	1.373980094
EMC10	0.145209939
EMC2	0.580222543
EMC3	0.509865921
EMC4	0.166100726
EMC6	0.285942007
EMC7	0.161177754
EMC8	-0.498407653
EMC9	1.493875973
EMCN	-1.706673221
EMD	3.829978247
EME1	1.077552589
EME2	3.90731393
EMG1	-0.564519624
EMID1	-0.470802383
EMILIN1	1.507790601
EMILIN2	0.394515124
EMILIN3	-1.05486514
EML1	1.058870899
EML2	0.444998571
EML3	0.303291293
EML4	0.956875012
EML5	0.721672196
EML6	-0.850082393
EMP1	0.084409167
EMP2	0.533622191
EMP3	0.182948016
EMSY	0.415390003
EMX1	-1.363106804
EMX2	-0.989421826
EN1	-1.595886285
EN2	-0.818273052
ENAH	-0.302993501
ENAM	-0.387358048
ENC1	0.629370271
ENDOD1	0.641448686
ENDOG	1.157846281
ENDOU	0.23290589
ENDOV	-0.5625306
ENG	-0.223374663
ENGASE	1.602758575
ENHO	-1.260579459
ENKD1	0.407282258
ENKUR	0.249545815
ENO1	-1.135481097
ENO2	0.147068391
ENO3	1.4869887
ENO4	-1.35339587
ENOPH1	0.721343186
ENOSF1	0.275844948
ENOX1	-0.78581089
ENOX2	0.15650155
ENPEP	0.577436093
ENPP1	-0.825951101
ENPP2	-0.33790059
ENPP3	0.154887971
ENPP4	-0.228474078
ENPP5	-0.756406565
ENPP6	-0.768068236
ENPP7	-0.395288263
ENSA	0.704479058
ENTHD1	-0.767674793
ENTPD1	-1.51865497
ENTPD2	-0.370198279
ENTPD3	-0.139668253
ENTPD4	0.695245254
ENTPD5	0.638363492
ENTPD6	-0.157361345
ENTPD7	0.042568749
ENTPD8	-0.844139222
ENTR1	1.323696867
ENTREP1	0.00523908
ENTREP2	-0.994258557
ENTREP3	0.35951294
ENY2	0.782249635
EOGT	0.536631188
EOLA1	-0.302679986
EOLA2	-0.366644663
EOMES	-0.93839541
EP300	1.060640401
EP400	2.249084437
EPAS1	-0.872635769
EPB41	-0.861398107
EPB41L1	1.383999581
EPB41L2	0.55172139
EPB41L3	0.698751708
EPB41L4A	1.111503186
EPB41L4B	-0.742017536
EPB41L5	0.18521277
EPB42	-0.752087614
EPC1	0.85593082
EPC2	0.858510565
EPCAM	0.476435422
EPDR1	-1.079530763
EPG5	0.336407977
EPGN	0.372541844
EPHA1	0.286338928
EPHA10	-0.05182393
EPHA2	-0.06790768
EPHA3	1.107621019
EPHA4	-0.416912675
EPHA5	0.730819319
EPHA6	0.81515784
EPHA7	0.14272914
EPHA8	-0.556195228
EPHB1	-0.515953771
EPHB2	-0.780548769
EPHB3	0.401051041
EPHB4	-0.826139528
EPHB6	0.761472577
EPHX1	0.415372292
EPHX2	-1.144329641
EPHX3	1.392130831
EPHX4	0.40018936
EPM2A	0.040720212
EPM2AIP1	0.530941214
EPN1	-2.108776813
EPN2	0.740424944
EPN3	-1.189333712
EPO	-1.774617206
EPOP	0.498291567
EPOR	0.625190997
EPPIN	-0.155520737
EPPK1	-0.71187567
EPRS1	-0.214355885
EPS15	1.456739561
EPS15L1	-1.027860694
EPS8	0.537072192
EPS8L1	-0.43799583
EPS8L2	-0.554042433
EPS8L3	0.230554683
EPSTI1	0.563108118
EPX	-0.835286471
EPYC	0.296228812
EQTN	-0.569160629
ERAL1	1.234540218
ERAP1	0.754758725
ERAP2	0.79234475
ERAS	-0.387838969
ERBB2	0.621996277
ERBB3	0.110199872
ERBB4	-0.936553456
ERBIN	0.953639211
ERC1	0.824336789
ERC2	0.425501453
ERCC1	-0.171723262
ERCC2	-1.022103757
ERCC3	0.278766772
ERCC4	1.097803534
ERCC5	0.701232038
ERCC6	0.18023083
ERCC6L	0.649101892
ERCC6L2	0.154776897
ERCC8	-1.23896346
EREG	-0.100366211
ERF	3.406382385
ERFE	0.336629062
ERFL	0.610456456
ERG	-0.159157142
ERG28	1.55755084
ERGIC1	-0.5405298
ERGIC2	0.034866154
ERGIC3	0.674054047
ERH	-0.24632584
ERI1	-0.17208963
ERI2	0.164139139
ERI3	-1.228687618
ERICH1	1.734665416
ERICH2	-0.206570574
ERICH3	0.488949636
ERICH4	-0.276882375
ERICH5	-0.437475778
ERICH6	0.010480996
ERICH6B	-0.723793274
ERLEC1	0.586314587
ERLIN1	0.100455216
ERLIN2	0.359748761
ERMAP	-1.790198409
ERMARD	0.555186688
ERMN	1.000537992
ERMP1	-0.65858158
ERN1	0.724734872
ERN2	-0.080939958
ERO1A	-0.860130706
ERO1B	0.40583583
ERP27	-0.984762529
ERP29	0.356288015
ERP44	-0.063417419
ERRFI1	2.604997245
ERV3-1	-1.247832773
ERVFRD-1	-0.335622011
ERVH48-1	-0.044942712
ERVK3-1	-1.665518662
ERVMER34-1	-1.110120136
ERVV-1	-1.556368059
ERVV-2	-0.573892239
ERVW-1	0.484091122
ESAM	0.212007919
ESCO1	0.804123091
ESCO2	-0.242004678
ESD	-0.153142824
ESF1	0.370843702
ESM1	-0.088130057
ESPL1	-0.425939135
ESPN	-1.186740555
ESPNL	-0.435247453
ESR1	-0.862015276
ESR2	-0.295007777
ESRP1	-0.283160345
ESRP2	-0.513815885
ESRRA	0.455995354
ESRRB	0.167779485
ESRRG	-0.027651523
ESS2	1.702365273
ESX1	-0.877875703
ESYT1	-0.156058629
ESYT2	-0.021516611
ESYT3	0.266736987
ETAA1	1.042059866
ETDA	-1.038378324
ETDB	-0.343781564
ETDC	-1.4101227
ETF1	0.860110892
ETFA	-1.701070474
ETFB	0.833875649
ETFBKMT	-0.882981828
ETFDH	0.097721523
ETFRF1	-0.071320601
ETHE1	-0.534253285
ETNK1	1.117457444
ETNK2	-1.116220587
ETNPPL	0.596786481
ETS1	-0.264913491
ETS2	0.63647322
ETV1	0.034500476
ETV2	-0.179633061
ETV3	2.353862043
ETV3L	-1.187543268
ETV4	-0.885296542
ETV5	-0.625670399
ETV6	0.823947601
ETV7	0.031676008
EVA1A	0.664339451
EVA1B	-0.471786209
EVA1C	-1.113471434
EVC	-1.696832373
EVC2	-0.331698584
EVI2A	1.699818814
EVI2B	-0.503075931
EVI5	0.10986086
EVI5L	3.32756818
EVL	1.469936529
EVPL	0.876743314
EVPLL	0.209787514
EVX1	-1.127167954
EVX2	-1.974567953
EWSR1	0.509294324
EXD1	0.174340541
EXD2	0.811419521
EXD3	-0.378786824
EXO1	0.962239577
EXO5	-2.039170719
EXOC1	-0.830466635
EXOC1L	-0.374044745
EXOC2	-0.743292279
EXOC3	-1.632332522
EXOC3L1	-0.220476187
EXOC3L2	-0.797016293
EXOC3L4	-2.02085594
EXOC4	0.114803861
EXOC5	0.864557692
EXOC6	-1.170736597
EXOC6B	-0.776672448
EXOC7	3.845546889
EXOC8	-0.972675496
EXOG	0.510433077
EXOSC1	0.564116303
EXOSC10	0.686227489
EXOSC2	-0.63408567
EXOSC3	-0.262585156
EXOSC4	-0.780105962
EXOSC5	-0.475670655
EXOSC6	0.188210874
EXOSC7	1.055387625
EXOSC8	0.488993279
EXOSC9	0.022304821
EXPH5	-0.137307982
EXT1	-0.566274487
EXT2	0.979732462
EXTL1	0.41320973
EXTL2	0.167909889
EXTL3	0.566773249
EYA1	-0.578997599
EYA2	-0.929777902
EYA3	0.898238908
EYA4	-0.128161282
EYS	0.145486396
EZH1	0.86453487
EZH2	1.121571489
EZHIP	-1.245778513
EZR	0.034940166
F10	-1.005901661
F11	-0.206006053
F11R	0.344889384
F12	-0.585052669
F13A1	-1.061082443
F13B	-1.185701641
F2	-1.132505718
F2R	-0.633115702
F2RL1	-0.905707191
F2RL2	-0.161159884
F2RL3	0.717947257
F3	0.145240553
F5	0.846505088
F7	1.133725873
F8	-1.635967979
F8A1	0.0077492
F8A2	-0.352473022
F8A3	-0.719871984
F9	-1.10215106
FA2H	0.127087102
FAAH	-1.474209597
FAAH2	-0.619568707
FAAP100	0.214719292
FAAP20	3.217144941
FAAP24	0.307468667
FABP1	-1.220029713
FABP12	-0.376164114
FABP2	-0.833717817
FABP3	0.216169569
FABP4	-0.715740706
FABP5	0.686944707
FABP6	-0.62151643
FABP7	0.009488027
FABP9	-0.189797961
FADD	-1.517166041
FADS1	1.382260807
FADS2	-0.56747426
FADS3	0.423024541
FADS6	0.952076024
FAF1	0.982472303
FAF2	-0.080343552
FAH	1.777974554
FAHD1	-1.153507026
FAHD2A	-0.677596221
FAHD2B	-0.483480628
FAIM	0.702354068
FAIM2	1.147336404
FAM107A	-1.170505659
FAM107B	0.701857657
FAM110A	-0.023483527
FAM110B	-0.231945762
FAM110C	-0.861594789
FAM110D	-0.715837141
FAM111A	0.372787668
FAM111B	-0.640599381
FAM114A1	-1.729649625
FAM114A2	0.184718825
FAM117A	0.934480046
FAM117B	0.980045914
FAM118A	-0.690379708
FAM118B	0.749106441
FAM120A	0.057401474
FAM120AOS	0.30788944
FAM120B	-0.21898604
FAM120C	0.033300339
FAM124A	0.314073281
FAM124B	0.467690022
FAM131A	-0.83663515
FAM131B	0.916441609
FAM131C	0.751988036
FAM133A	0.323342918
FAM133B	0.266661386
FAM135A	1.742059032
FAM135B	0.289010935
FAM136A	0.00181318
FAM13A	0.425789946
FAM13B	0.113631197
FAM13C	-0.056879625
FAM149A	-1.874153383
FAM149B1	0.117918987
FAM151A	0.566421027
FAM151B	-1.327191145
FAM153A	0.85764954
FAM156A	1.268465497
FAM156B	0.320745338
FAM161A	-0.163725083
FAM161B	0.133247696
FAM162A	-0.690408132
FAM162B	-0.82396058
FAM163A	-1.516697619
FAM163B	-0.948621173
FAM167A	0.106244175
FAM167B	-0.941917496
FAM168A	2.229106621
FAM168B	0.281600199
FAM169A	0.076771163
FAM170A	-0.413749129
FAM170B	-0.841137038
FAM171A1	-0.088148289
FAM171A2	1.656010599
FAM171B	0.108613365
FAM174A	0.893959335
FAM174B	1.430211507
FAM174C	0.171367323
FAM177A1	1.029881454
FAM177B	0.296964854
FAM178B	0.351895071
FAM180A	-0.327148187
FAM180B	-0.603256249
FAM181A	0.122593635
FAM181B	0.130335131
FAM184A	0.748031899
FAM184B	1.182850966
FAM185A	0.676275457
FAM186A	0.740640056
FAM186B	-0.984904932
FAM187A	-0.38927037
FAM187B	-1.479085081
FAM193A	-0.254345762
FAM193B	-1.085106719
FAM199X	-0.978941598
FAM200A	-0.840442783
FAM200B	1.663041993
FAM200C	0.702608822
FAM204A	0.002365989
FAM209A	0.785733727
FAM209B	0.81622297
FAM20A	1.036631721
FAM20B	1.143762096
FAM20C	0.645060891
FAM210A	0.845451866
FAM210B	-0.166899611
FAM216A	-0.248126447
FAM216B	-1.686747574
FAM217A	0.88016053
FAM217B	0.003574872
FAM219A	-0.793306026
FAM219B	-0.724592175
FAM220A	-0.674091382
FAM221A	0.693535212
FAM221B	-0.173360253
FAM222A	0.329374292
FAM222B	1.317030849
FAM227A	-0.910957991
FAM227B	0.407341791
FAM228A	-1.517355766
FAM228B	-0.807819189
FAM229A	0.071515148
FAM229B	-0.033425415
FAM234A	0.086124859
FAM234B	-0.354406981
FAM236A	-0.418598056
FAM236B	0.020693473
FAM236C	-1.653012558
FAM236D	-1.94439389
FAM237A	-0.376976152
FAM237B	0.094044304
FAM240A	0.023960491
FAM240B	0.743739666
FAM240C	-0.014882581
FAM241A	0.835921266
FAM241B	-0.907154489
FAM246A	0.01331314
FAM246B	-0.016384512
FAM24A	-1.098912044
FAM24B	-1.40956529
FAM25A	0.383540849
FAM25C	-0.914536141
FAM25G	0.028756194
FAM32A	1.306395321
FAM3A	-0.298129208
FAM3B	0.301048463
FAM3C	0.541149337
FAM3D	-0.200010676
FAM43A	-1.220112946
FAM43B	-0.194253016
FAM47A	-1.214582803
FAM47B	-1.192763254
FAM47C	-2.08840421
FAM47E	-1.195639027
FAM50A	1.631638066
FAM50B	-0.863365075
FAM53A	-0.706933581
FAM53B	1.097874752
FAM53C	0.490789714
FAM72A	0.110476477
FAM72B	-1.584973669
FAM72C	-0.233403577
FAM72D	0.203326487
FAM76A	0.564778481
FAM76B	0.645174196
FAM78A	1.334921737
FAM78B	0.028511269
FAM81A	0.753991665
FAM81B	-1.042890925
FAM83A	-0.684461239
FAM83B	-1.246462181
FAM83C	-0.208759955
FAM83D	0.659017027
FAM83E	0.251665442
FAM83F	-0.479566428
FAM83G	-1.238719522
FAM83H	0.648491339
FAM86B1	1.215151154
FAM86B2	0.32477188
FAM89A	0.513467574
FAM89B	2.222998873
FAM8A1	0.906706308
FAM90A1	-1.070806533
FAM90A10	-1.253857923
FAM90A11	-1.977949524
FAM90A12	-1.63300688
FAM90A13	-1.616932768
FAM90A14	-1.802692213
FAM90A15	-1.423640433
FAM90A16	-1.760257562
FAM90A17	-1.278474803
FAM90A18	-1.353455803
FAM90A19	-1.625120284
FAM90A20	-0.938945504
FAM90A22	-1.802574844
FAM90A23	-1.993649228
FAM90A24	-1.347739386
FAM90A26	2.16440076
FAM90A3	-1.564082155
FAM90A5	-1.704303632
FAM90A7	-2.036974189
FAM90A8	-1.383675316
FAM90A9	-0.993696704
FAM91A1	1.103508214
FAM98A	0.623873919
FAM98B	0.715442301
FAM98C	1.034567409
FAM9A	-0.179188119
FAM9B	-0.437368453
FAM9C	-0.16079391
FAN1	1.043001529
FANCA	-0.97351143
FANCB	-0.67802072
FANCC	0.906864245
FANCD2	-0.48074722
FANCD2OS	0.509807813
FANCE	-0.335996995
FANCF	-0.697687222
FANCG	-0.103046722
FANCI	-1.570586627
FANCL	0.434158867
FANCM	0.268412126
FANK1	-0.634181433
FAP	0.526361289
FAR1	1.373960938
FAR2	0.373839981
FARP1	-0.252697479
FARP2	1.891381632
FARS2	-1.246521681
FARSA	0.738003088
FARSB	0.964448977
FAS	0.688942317
FASLG	-0.654771926
FASN	2.657250257
FASTK	-0.60457055
FASTKD1	1.06504212
FASTKD2	-0.946333397
FASTKD3	1.023898696
FASTKD5	0.760057802
FAT1	0.63171715
FAT2	-0.382450656
FAT3	-0.340358047
FAT4	-0.160701833
FATE1	-0.612137545
FAU	-1.611731976
FAXC	-0.323147545
FAXDC2	1.316841631
FBF1	-0.08359961
FBH1	-0.031477955
FBL	-0.252217446
FBLIM1	-0.567775911
FBLL1	-1.354861213
FBLN1	0.063794096
FBLN2	-0.543414402
FBLN5	-0.642445371
FBLN7	0.433140089
FBN1	1.097724552
FBN2	-0.718486862
FBN3	-0.325472566
FBP1	0.3292474
FBP2	-1.148671187
FBRS	1.442717239
FBRSL1	-0.425542507
FBXL12	-0.679220718
FBXL13	0.470685482
FBXL14	1.334595528
FBXL15	1.49222462
FBXL16	0.8882236
FBXL17	0.65627879
FBXL18	-0.704227263
FBXL19	0.148040521
FBXL2	-1.678720921
FBXL20	-0.29445805
FBXL22	0.679069729
FBXL3	-0.421979917
FBXL4	-1.745971329
FBXL5	-0.740386517
FBXL6	2.912390272
FBXL7	0.586045406
FBXL8	2.093334951
FBXO10	0.972243656
FBXO11	0.212572157
FBXO15	-0.223049145
FBXO16	-1.369567979
FBXO17	-0.426743505
FBXO2	4.945543897
FBXO21	-0.235207213
FBXO22	-1.63489656
FBXO24	-0.106492932
FBXO25	0.846465045
FBXO27	-0.326754722
FBXO28	0.700961743
FBXO3	0.571103493
FBXO30	-0.36162363
FBXO31	1.016899145
FBXO32	0.489155362
FBXO33	-0.598836004
FBXO34	0.620365516
FBXO36	0.816730399
FBXO38	1.074108727
FBXO39	-0.621706596
FBXO4	0.780857909
FBXO40	0.447262015
FBXO41	1.457379104
FBXO42	2.336806613
FBXO43	0.222067422
FBXO44	2.430674082
FBXO45	-0.541277627
FBXO46	-0.842434309
FBXO47	-1.93583828
FBXO48	0.888944771
FBXO5	-1.209770724
FBXO6	0.374691875
FBXO7	0.973941881
FBXO8	0.775560474
FBXO9	-0.762907313
FBXW10	0.862598802
FBXW10B	1.062588532
FBXW11	0.857569224
FBXW12	-1.186087603
FBXW2	0.990735575
FBXW4	-1.087396985
FBXW5	1.862161214
FBXW7	0.574927298
FBXW8	-0.09928151
FBXW9	-1.038317988
FCAMR	0.665513606
FCAR	-1.698420494
FCER1A	-0.651923435
FCER1G	0.268929054
FCER2	-0.689431815
FCF1	0.739552986
FCGBP	
FCGR1A	0.496017186
FCGR2A	-0.180484185
FCGR2B	0.259234156
FCGR3A	1.786629953
FCGR3B	0.570965036
FCGRT	-0.176198591
FCHO1	3.476698306
FCHO2	0.189550284
FCHSD1	-1.406495006
FCHSD2	0.86964389
FCMR	0.308604017
FCN1	-1.932077915
FCN2	-0.06486714
FCN3	0.767914436
FCRL1	-1.905788686
FCRL2	-0.952895405
FCRL3	-1.289013329
FCRL4	-0.546564864
FCRL5	-0.827221761
FCRL6	-0.688097264
FCRLA	0.184174418
FCRLB	0.180540232
FCSK	-0.017088565
FDCSP	-0.862986446
FDFT1	1.908922819
FDPS	0.791851599
FDX1	0.513916135
FDX2	-0.293631936
FDXACB1	0.185954679
FDXR	-0.030643742
FECH	0.418823498
FEM1A	-1.254489128
FEM1B	1.261239782
FEM1C	-0.017033797
FEN1	-0.183547287
FER	1.419531238
FER1L5	-0.260363529
FER1L6	-1.323016946
FERD3L	-1.842266025
FERMT1	-0.1601135
FERMT2	0.200011013
FERMT3	0.325802676
FES	0.240047759
FETUB	-1.168885621
FEV	-0.169049829
FEZ1	0.193690542
FEZ2	1.201468406
FEZF1	-1.755770988
FEZF2	-1.455869812
FFAR1	-0.840599384
FFAR2	-0.804472637
FFAR3	-0.906861778
FFAR4	0.927419623
FGA	0.070685143
FGB	-0.086638661
FGD1	-0.222401542
FGD2	-0.021640031
FGD3	0.004347791
FGD4	-0.508755861
FGD5	-0.105308904
FGD6	0.830865071
FGF1	-0.1330991
FGF10	-0.628853989
FGF11	-0.55471802
FGF12	-1.032001898
FGF13	-2.264994959
FGF14	-1.209851434
FGF16	-0.154710326
FGF17	-1.357381999
FGF18	0.449644129
FGF19	0.046955402
FGF2	-0.400307945
FGF20	0.201147223
FGF21	0.229157215
FGF22	1.691029215
FGF23	-1.064667477
FGF3	-0.773192264
FGF4	-0.813753749
FGF5	-1.508291402
FGF6	0.429972695
FGF7	0.397540661
FGF8	-0.205838899
FGF9	-0.658442171
FGFBP1	-0.228003967
FGFBP2	-0.71033224
FGFBP3	-0.521513556
FGFR1	-0.132247192
FGFR1OP2	-0.601217856
FGFR2	-0.80390153
FGFR3	1.108176622
FGFR4	-1.38172788
FGFRL1	-1.095538752
FGG	-0.311228033
FGGY	-1.745353283
FGL1	-0.735939447
FGL2	1.165110928
FGR	0.004297534
FH	0.132640824
FHAD1	-1.164275465
FHDC1	0.031520646
FHIP1A	0.560088051
FHIP1B	0.930292895
FHIP2A	0.240020385
FHIP2B	-0.991861673
FHIT	0.259897253
FHL1	-0.036500379
FHL2	1.204815771
FHL3	-0.430882155
FHL5	-1.872104752
FHOD1	0.356256551
FHOD3	-0.426146468
FIBCD1	-0.208760952
FIBIN	-0.004384742
FIBP	2.659557711
FICD	0.966327483
FIG4	-1.785473536
FIGLA	-0.744965829
FIGN	0.852821815
FIGNL1	0.869958711
FIGNL2	0.311076153
FILIP1	0.439003445
FILIP1L	0.433203789
FIP1L1	0.705724109
FIRRM	0.504356431
FIS1	2.310528349
FITM1	-0.908017547
FITM2	-0.248676189
FIZ1	-0.322200101
FJX1	0.761594961
FKBP10	1.135840799
FKBP11	0.516317467
FKBP14	0.239676613
FKBP15	-0.120048595
FKBP1A	-0.367758317
FKBP1B	0.288945332
FKBP1C	-1.462945089
FKBP2	-0.003171769
FKBP3	0.60976635
FKBP4	1.078674232
FKBP5	-0.399298294
FKBP6	-0.724819176
FKBP7	0.035583806
FKBP8	-1.346819722
FKBP9	-0.66498927
FKBPL	-1.473810424
FKRP	-1.346589338
FKTN	-1.352998495
FLACC1	-1.550206421
FLAD1	0.093152209
FLCN	1.503103614
FLG	-1.903547782
FLG2	-0.850362286
FLI1	0.810402491
FLII	2.843948785
FLNA	0.212014365
FLNB	0.857096529
FLNC	0.049062803
FLOT1	-0.822506859
FLOT2	1.359408491
FLRT1	-0.894890305
FLRT2	-0.584552938
FLRT3	-0.723786333
FLT1	-0.373192376
FLT3	0.186455468
FLT3LG	-0.860445856
FLT4	0.650187348
FLVCR1	-0.954333072
FLVCR2	-0.550670358
FLYWCH1	1.897086895
FLYWCH2	-2.102749135
FMC1	0.917647439
FMN1	-0.904935159
FMN2	0.929626892
FMNL1	1.829916679
FMNL2	0.817625159
FMNL3	0.126904302
FMO1	-0.492091607
FMO2	0.499048057
FMO3	-1.543755933
FMO4	-0.372801905
FMO5	-1.691899316
FMOD	0.833790252
FMR1	1.391904874
FMR1NB	-1.825073554
FN1	-0.234647368
FN3K	-1.34200005
FN3KRP	0.049054379
FNBP1	1.004999627
FNBP1L	0.45309696
FNBP4	0.13754824
FNDC1	0.465536459
FNDC10	-0.468879366
FNDC11	-0.08018533
FNDC3A	-0.723311875
FNDC3B	-0.162557193
FNDC4	1.753266756
FNDC5	0.143241268
FNDC7	0.633193589
FNDC8	-0.736661169
FNDC9	-0.659431791
FNIP1	-0.921603724
FNIP2	0.861801404
FNTA	0.442442955
FNTB	0.41637848
FOCAD	0.041336372
FOLH1	-0.178501831
FOLR1	-1.403902234
FOLR2	-0.099352651
FOLR3	1.094315067
FOS	0.463694893
FOSB	-0.276534239
FOSL1	1.447747625
FOSL2	0.124748958
FOXA1	-1.976872315
FOXA2	-0.665380721
FOXA3	0.52577813
FOXB1	-0.797994024
FOXB2	-0.864486593
FOXC1	-1.885135424
FOXC2	-1.285717316
FOXD1	-1.629668766
FOXD2	-0.94697809
FOXD3	-1.62725384
FOXD4	-0.765212777
FOXD4L1	-1.683526846
FOXD4L3	-1.659637267
FOXD4L4	-1.145496096
FOXD4L5	-1.846061218
FOXD4L6	-1.53689068
FOXE1	-1.033413809
FOXE3	-0.56027462
FOXF1	-1.756143314
FOXF2	-0.472968404
FOXG1	-1.793131078
FOXH1	-1.017965975
FOXI1	-0.897433939
FOXI2	-1.241183162
FOXI3	-0.602975744
FOXJ1	1.020840903
FOXJ2	0.470155951
FOXJ3	1.208752584
FOXK1	1.274448846
FOXK2	0.725564302
FOXL1	-1.05984768
FOXL2	-1.081073284
FOXL2NB	-0.999485017
FOXL3	1.285618227
FOXM1	1.108088651
FOXN1	-1.146987771
FOXN2	0.322938544
FOXN3	0.468758247
FOXN4	-0.793451927
FOXO1	0.410610464
FOXO3	0.463071516
FOXO3B	-1.055955393
FOXO4	-0.068470386
FOXO6	
FOXP1	-0.281978817
FOXP2	0.960067168
FOXP3	0.946182346
FOXP4	0.310574455
FOXQ1	-1.345600281
FOXR1	-1.886689106
FOXR2	-1.686592331
FOXRED1	1.067203951
FOXRED2	-0.354268477
FOXS1	0.880460693
FPGS	0.422380044
FPGT	0.419855212
FPR1	0.225128503
FPR2	-0.715578585
FPR3	-1.018529362
FRA10AC1	0.989322298
FRAS1	-0.288522794
FRAT1	-0.296187489
FRAT2	0.283421313
FREM1	-0.150519176
FREM2	-0.89433353
FREM3	-1.571463074
FREY1	-0.256267894
FRG1	0.5739067
FRG2	-0.566616109
FRG2B	-1.023429399
FRG2C	-1.905048601
FRK	-1.648240416
FRMD1	-0.724488777
FRMD3	-1.152263794
FRMD4A	-0.530672017
FRMD4B	1.831576104
FRMD5	-0.341498909
FRMD6	-0.239114453
FRMD7	-0.212504857
FRMD8	0.46994656
FRMPD1	0.52245685
FRMPD2	0.065915997
FRMPD3	-0.661232839
FRMPD4	-0.065794268
FRRS1	-0.359687381
FRRS1L	0.701720884
FRS2	1.087649413
FRS3	0.570647596
FRY	0.771123708
FRYL	1.36530054
FRZB	-0.099177383
FSBP	0.336680807
FSCB	-1.48635961
FSCN1	0.654893882
FSCN2	2.750639794
FSCN3	0.876338823
FSD1	1.600897427
FSD1L	0.054731479
FSD2	0.725012548
FSHB	-0.786495256
FSHR	-0.499860858
FSIP1	-0.859873209
FSIP2	-1.064496657
FST	0.639972298
FSTL1	-0.592033245
FSTL3	0.1397017
FSTL4	-0.679419356
FSTL5	-0.032870474
FTCD	-0.810889609
FTCDNL1	-0.156113975
FTH1	2.233108688
FTHL17	-1.770217213
FTL	-1.235107597
FTMT	-0.978205223
FTO	-1.244871259
FTSJ1	0.131083171
FTSJ3	-0.530963629
FUBP1	0.067874325
FUBP3	1.455098494
FUCA1	-0.43766345
FUCA2	-0.24640758
FUNDC1	0.88509004
FUNDC2	-1.40015715
FUOM	0.075191818
FURIN	0.674428831
FUS	-1.193352449
FUT1	0.378787708
FUT10	-1.42346803
FUT11	-0.996321702
FUT2	-1.555416057
FUT3	
FUT4	0.256255046
FUT5	2.189561255
FUT6	-0.083162093
FUT7	-0.70120099
FUT8	0.793780667
FUT9	-0.101385607
FUZ	-0.180906685
FXN	-0.287516527
FXR1	0.354038063
FXR2	3.275457937
FXYD1	-0.198510881
FXYD2	0.037549026
FXYD3	-0.077337758
FXYD4	-0.178655607
FXYD5	-1.680773011
FXYD6	-0.629169169
FXYD7	-0.064485647
FYB1	0.873265597
FYB2	-0.078604135
FYCO1	0.288827862
FYN	0.058927628
FYTTD1	1.101714737
FZD1	0.028623558
FZD10	-1.764102104
FZD2	-1.290083265
FZD3	0.254947577
FZD4	0.694614415
FZD5	0.863980163
FZD6	-0.61091622
FZD7	-0.50532864
FZD8	-0.363903384
FZD9	-1.285609885
FZR1	-0.65383206
G0S2	-0.892850699
G2E3	-0.369114384
G3BP1	0.805960122
G3BP2	1.336120884
G6PC1	0.251641055
G6PC2	-0.298248746
G6PC3	-0.788773777
G6PD	-0.475587832
GAA	0.279057139
GAB1	1.134891197
GAB2	1.804468501
GAB3	-0.764575535
GAB4	-0.552243582
GABARAP	3.205141019
GABARAPL1	1.300262498
GABARAPL2	0.057366756
GABBR1	0.689361267
GABBR2	-0.07320005
GABPA	1.790511469
GABPB1	-0.292574213
GABPB2	0.091844113
GABRA1	0.497855494
GABRA2	0.080690006
GABRA3	-0.740742903
GABRA4	0.595266441
GABRA5	-0.645241391
GABRA6	-0.182159106
GABRB1	0.240872393
GABRB2	-1.025502544
GABRB3	-1.181367625
GABRD	-0.673434612
GABRE	-1.055919968
GABRG1	0.33112792
GABRG2	0.01887492
GABRG3	-0.410112594
GABRP	-0.310557117
GABRQ	0.402947178
GABRR1	0.283379461
GABRR2	-0.161277316
GABRR3	0.164615716
GAD1	-0.714409883
GAD2	-0.729856715
GADD45A	-0.108669964
GADD45B	-1.263828755
GADD45G	-1.82475017
GADD45GIP1	1.075944375
GADL1	-0.580362698
GAGE1	0.78787457
GAGE10	-0.288992446
GAGE12C	0.627602198
GAGE12D	-0.494152862
GAGE12E	0.381471877
GAGE12F	-0.241699684
GAGE12G	-0.617588857
GAGE12H	-1.085904253
GAGE12J	0.456946536
GAGE13	0.613846572
GAGE2A	-0.05492212
GAK	0.849522349
GAL	-0.697224494
GAL3ST1	0.750382678
GAL3ST2	-1.893630857
GAL3ST3	1.397089878
GAL3ST4	0.431749549
GALC	-0.635329313
GALE	2.061485536
GALK1	0.494948251
GALK2	0.381286913
GALM	2.203313831
GALNS	0.924968265
GALNT1	-1.757958279
GALNT10	0.044765137
GALNT11	-0.19870726
GALNT12	-0.259431842
GALNT13	0.266118838
GALNT14	-1.508412856
GALNT15	0.765194044
GALNT16	-0.738354287
GALNT17	-0.60586318
GALNT18	-1.682423332
GALNT2	1.39551737
GALNT3	-0.752680249
GALNT4	0.68757404
GALNT5	-0.296939041
